year,quarter,upload_date,disclosure_date,code,name,sector,prediction,reason
2019,Q4,2020-03-24,2020-03-30,86280,현대글로비스,산업재,irrelevant,요약본에는 경제나 금융과 관련된 의미 있는 내용이 포함되어 있지 않아 현대글로비스의 주가에 영향을 미칠 수 있는 정보가 없습니다.
2020,Q1,2020-05-10,2020-05-15,86280,현대글로비스,산업재,up,요약본에서는 현대글로비스의 전략적 사업 이동과 승계 계획이 주가에 긍정적인 영향을 미칠 수 있다고 언급하고 있습니다.
2020,Q2,2020-08-07,2020-08-14,86280,현대글로비스,산업재,up,"요약본에서는 현대글로비스가 폭스바겐 그룹과의 계약 체결로 물류 파이프라인을 강화하고 있으며, 시장 조건이 안정되면서 재정적 성과가 개선될 것으로 기대된다고 언급하고 있습니다. 이는 주가에 긍정적인 영향을 미칠 수 있습니다."
2020,Q3,2020-11-10,2020-11-16,86280,현대글로비스,산업재,irrelevant,"요약본은 경제와 관련된 내용이 전혀 없으며, 노래 가사나 공연 대화로 보입니다. 따라서 현대글로비스의 주가에 영향을 미칠 만한 정보가 없습니다."
2020,Q4,2021-03-12,2021-03-16,86280,현대글로비스,산업재,irrelevant,"요약본은 현대글로비스의 주가에 대한 기술적 분석과 투자 전략에 대한 내용으로, 주가에 직접적인 긍정적 또는 부정적 영향을 미칠 수 있는 외부 경제적 요인이나 사건에 대한 언급이 없습니다."
2021,Q1,2021-05-11,2021-05-17,86280,현대글로비스,산업재,up,"요약본에서는 현대글로비스가 새로운 사업 진출과 경제 회복 가능성으로 긍정적인 영향을 받을 수 있다고 언급하고 있습니다. 또한, 장기적인 투자 전략과 기업 구조조정 가능성도 주가 재평가의 촉매제가 될 수 있다고 합니다."
2021,Q2,2021-08-16,2021-08-17,86280,현대글로비스,산업재,up,"요약본에서는 현대글로비스의 주가가 하락했지만, 미래 성과에 대한 긍정적인 전망과 성장 기회가 언급되어 주가에 긍정적인 영향을 줄 수 있습니다. 특히 중고차 시장 진입 가능성과 관련된 시장의 기대감이 주가 상승에 기여할 수 있습니다."
2021,Q3,2021-11-09,2021-11-15,86280,현대글로비스,산업재,up,"요약본에서는 현대글로비스의 강력한 재무 성과와 전략적 시장 진출이 강조되며, 주가가 현재 저평가되어 있어 상승 가능성이 크다고 분석하고 있습니다. 따라서 주가에 긍정적인 영향을 미칠 것으로 보입니다."
2021,Q4,2022-03-11,2022-03-15,86280,현대글로비스,산업재,irrelevant,"요약본은 현대의 중고차 시장 진입과 관련된 내용으로, 현대글로비스와 직접적인 관련이 없으며, 주가에 영향을 미칠 만한 정보가 포함되어 있지 않습니다."
2022,Q1,2022-05-10,2022-05-16,86280,현대글로비스,산업재,up,"현대글로비스는 1분기 실적이 시장 기대치를 초과했으며, 2분기와 하반기에도 실적 성장이 예상됩니다. 또한, 주주 친화 정책과 중국 사업 확장이 긍정적으로 작용할 것으로 보입니다. 따라서 주가에 긍정적인 영향을 미칠 수 있습니다."
2022,Q2,2022-08-13,2022-08-16,86280,현대글로비스,산업재,up,"요약본에서는 현대글로비스의 주가가 최근 상승세를 보이고 있으며, 외국인 투자자의 지분 증가와 긍정적인 재무 성과가 언급되어 주가에 긍정적인 영향을 줄 수 있습니다. 또한, 분석가들의 매수 추천과 목표 주가 상승도 긍정적인 신호로 작용할 수 있습니다."
2022,Q3,2022-11-12,2022-11-14,86280,현대글로비스,산업재,up,"현대글로비스는 대규모 계약 체결, 선단 확장, 전기차 시장에 맞춘 해상 운송 솔루션 개발, 그리고 비계열사 매출 비중 증가 등 긍정적인 사업 발전을 보여주고 있어 주가에 긍정적인 영향을 미칠 수 있습니다."
2022,Q4,2023-03-15,2023-03-21,86280,현대글로비스,산업재,irrelevant,요약본에서는 현대글로비스와 직접적으로 관련된 정보나 영향을 미칠 수 있는 특정한 내용이 언급되지 않았습니다. 따라서 주가에 미치는 영향은 없을 것으로 보입니다.
2023,Q1,2023-05-10,2023-05-15,86280,현대글로비스,산업재,irrelevant,"요약본에서는 전기차 시장 성장과 관련된 투자 전략 및 정부 지원에 대해 설명하고 있지만, 현대글로비스와 직접적으로 관련된 내용은 없습니다. 따라서 주가에 미치는 영향은 없다고 판단됩니다."
2023,Q2,2023-08-08,2023-08-14,86280,현대글로비스,산업재,down,"요약본에서 자동차 섹터가 전기차 판매 부진으로 어려움을 겪고 있다고 언급되어 있어, 현대글로비스의 주가에 부정적인 영향을 미칠 수 있습니다."
2023,Q3,2023-11-07,2023-11-14,86280,현대글로비스,산업재,irrelevant,요약본에서는 현대글로비스에 대한 구체적인 언급이나 관련된 정보가 없으므로 주가에 직접적인 영향을 미칠 수 있는 내용이 없습니다.
2023,Q4,2024-03-09,2024-03-12,86280,현대글로비스,산업재,irrelevant,"요약본은 현대글로비스의 과거 주가 및 재무 성과에 대한 정보만 제공하며, 미래 주가에 영향을 미칠 수 있는 새로운 경제적 또는 금융적 요인을 제시하지 않습니다. 따라서 주가에 직접적인 영향을 미칠 만한 정보가 없습니다."
2024,Q1,2024-05-13,2024-05-16,86280,현대글로비스,산업재,up,요약본에서는 현대글로비스의 무차입 경영 전략과 기업 가치 증가가 언급되어 주가에 긍정적인 영향을 줄 수 있습니다.
2024,Q2,2024-08-13,2024-08-14,86280,현대글로비스,산업재,up,"현대글로비스는 아시아나항공의 물류 부문 참여 가능성과 선박 확장 계획으로 물류 체인의 강화가 예상되며, 하반기 성과에 대한 낙관적인 전망이 주가에 긍정적인 영향을 줄 수 있습니다."
2024,Q3,2024-11-08,2024-11-14,86280,현대글로비스,산업재,up,"현대글로비스는 강력한 재무 성과와 주주 친화적 정책의 잠재력으로 긍정적으로 평가되고 있으며, 이는 주가에 긍정적인 영향을 미칠 수 있습니다."
