,name,year,quarter,sector,Relative Return,비유동부채 변화율,법인세차감전 순이익 변화율,영업이익 변화율,부채총계 변화율,Label,Code
22,녹십자,2019,Q2,헬스케어,-0.11167185849764714,0.145207337686178,0.022139988853670856,60.58761537560694,0.08091909585322354,0.032018250843396975,006280
22,대한유화,2019,Q2,에너지_화학,-0.13906562132144265,0.06812538964446113,-1.2293073350306334,-1.2965463690878498,-0.023700043526598824,-0.06653316451771263,006650
22,일양약품,2019,Q2,헬스케어,-0.15507327529336856,-0.008194019000360209,-0.8343408100245497,-0.36622052610795597,-0.013097821464604364,0.0009108570242173653,007570
22,국도화학,2019,Q2,에너지_화학,0.037654307498687756,0.22632200671496205,0.6887695634406057,1.0065939800287809,-0.05965688763651311,-0.048881088299342665,007690
22,서흥,2019,Q2,헬스케어,0.18957113556892938,0.5879053087229993,-0.06803988559228968,0.13568115875543274,0.12684245599242305,-0.015601577909270123,008490
22,광동제약,2019,Q2,헬스케어,0.015370752471864216,-0.023615619845910985,-0.13441706713958712,0.14882452320482842,-0.001759191617249578,0.003166220848214024,009290
22,한화케미칼,2019,Q2,에너지_화학,-0.10815472176625504,0.019021253814149652,-0.6806600099624229,-0.2041661697540359,-0.026790588232937784,-0.03333126474648297,009830
22,OCI,2019,Q2,에너지_화학,-0.17348512034121136,0.18058690623577633,-0.6628380933525111,-0.9182166065687859,-0.007860182377138925,-0.18451559841813958,010060
22,S-Oil,2019,Q2,에너지_화학,0.08338182474327682,0.08674349127668446,-2.248702411247449,-1.3354040718349929,0.0897188233513404,0.019029750737067933,010950
22,롯데케미칼,2019,Q2,에너지_화학,-0.1079561292262059,0.3643125388732851,-0.19498633202584992,0.07689239960301997,-0.03281652761644627,-0.1083213502959046,011170
22,금호석유,2019,Q2,에너지_화학,-0.14013764288223637,1.0653654268782304,-0.3418352639024982,-0.027014391039651642,-0.01716268030894863,-0.09121797013544412,011780
22,SKC,2019,Q2,에너지_화학,0.2953687555172201,-0.05945935664021318,-0.5874023274007287,0.6321180511922613,-0.013417420547539471,0.02215094111238891,011790
22,한솔케미칼,2019,Q2,에너지_화학,0.03118575439832734,0.2643768448942705,-0.1552841022398248,0.004275904615885118,0.1712645735637668,0.06596689218640452,014680
22,동원시스템즈,2019,Q2,에너지_화학,0.03836231006484478,-0.007889503201554349,-0.3149019553408918,0.03932637415517393,0.0052880986219607795,-0.2038720552276502,014820
22,유니드,2019,Q2,에너지_화학,0.01728350142411736,-0.0028963973738878046,-0.35120146801787067,0.4913584572989196,-0.046522758903933537,-0.08732457928818163,014830
22,남해화학,2019,Q2,에너지_화학,-0.11799593509992373,0.09044864457637969,1.7742197776187107,5.2630878451452245,0.08577782065279638,-0.13697981033367684,025860
22,LG화학,2019,Q2,에너지_화학,-0.0125960718053236,0.43199129734554975,0.280710387935311,0.2282216630688354,0.15632492559648803,-0.09624735555415903,051910
22,휴켐스,2019,Q2,에너지_화학,0.07213214217224327,-0.004004068590015786,-0.02200156344837223,-0.0483396113222917,-0.2322642614690561,-0.045698830460626554,069260
22,대웅제약,2019,Q2,헬스케어,-0.03358604674266695,0.5119883009577291,0.8226936791920378,0.676518195016824,-0.006319467349120589,-0.28372717842911627,069620
22,GS,2019,Q2,에너지_화학,0.007164122978989523,-0.19882424536519594,-0.9141501093480993,-0.9170252812948269,-0.09116102391404579,-0.04186785184236937,078930
22,휴비스,2019,Q2,에너지_화학,-0.1307736927797471,0.006060448102277238,-0.9976291805152291,-0.9955534704733413,-0.06933614847658665,-0.10887111048178684,079980
22,후성,2019,Q2,에너지_화학,0.3988083353304653,0.2782340154939136,-0.25315093967063285,-0.18554109470100943,0.1710038872753572,-0.3567191842053086,093370
22,SK이노베이션,2019,Q2,에너지_화학,-0.02900514737931416,-0.1228689887002169,-1.077197201735554,-1.0491178583334284,-0.24077694596951704,-0.0865332455739095,096770
22,코오롱인더,2019,Q2,에너지_화학,-0.10071766333780285,-0.020195127060791185,-0.3491877491424602,-0.0016661744195048955,-0.024105410382226022,0.14551234673185903,120110
22,한미약품,2019,Q2,헬스케어,-0.22992399278530773,0.32391289421327984,11.266453095179086,1.3198930105200852,0.025660410570238712,-0.008514803220705261,128940
22,동아에스티,2019,Q2,헬스케어,-0.07215338735325941,0.674252175550268,-0.5746811996868217,-0.5183111019875508,0.0720484387616609,0.08481739447224475,170900
22,종근당,2019,Q2,헬스케어,-0.07694251311224679,-0.30406565009071296,0.1912006285658947,0.13702547209636795,0.044200876042124415,0.04173199581946731,185750
