,name,year,quarter,sector,Relative Return,당기순이익 변화율,금리 변화율,국제유가 변화율,실업률 변화율,Label,Code
10,CJ제일제당,2022,Q2,생활소비재,0.0660073367602374,-0.09602912024883015,0.2746673361787626,0.13207484462760455,-0.033707865168539186,0.022845638695863126,097950
10,한세실업,2022,Q2,경기소비재,-0.25335997034938906,-0.25314727031592277,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.07172943246229882,105630
10,영원무역,2022,Q2,경기소비재,-0.029492339475463016,0.6225527590421394,0.2746673361787626,0.13207484462760455,-0.033707865168539186,0.17763602374940607,111770
10,GKL,2022,Q2,경기소비재,0.11459178286916438,-0.2717962541490041,0.2746673361787626,0.13207484462760455,-0.033707865168539186,0.11045285497258145,114090
10,락앤락,2022,Q2,생활소비재,-0.10792438754829758,-0.9876283995351113,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.16231964321523096,115390
10,이마트,2022,Q2,생활소비재,-0.09212274454057562,-1.0488020300137666,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.09853199062615547,139480
10,삼양사,2022,Q2,생활소비재,-0.12848526317521378,-0.8184942031009917,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.09071372994517521,145990
10,한국타이어,2022,Q2,경기소비재,0.14308016920839545,-37.148101836918016,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.1254086454457056,161390
10,한국콜마,2022,Q2,생활소비재,-0.052890818263467414,-0.059463967668005546,0.2746673361787626,0.13207484462760455,-0.033707865168539186,0.035236756350138676,161890
10,코스맥스,2022,Q2,생활소비재,-0.01890709525701096,1.2378570355188234,0.2746673361787626,0.13207484462760455,-0.033707865168539186,-0.18200805350082053,192820
