,name,year,quarter,sector,Relative Return,Relative Return,영업이익 변화율,비유동자산 변화율,매출액 변화율,비유동부채 변화율,이익잉여금 변화율,Label,Code
8,농심,2022,Q4,생활소비재,0.2016242895254007,0.2016242895254007,1.0400446447513647,0.014723608494296991,0.019043821869767052,-0.007922505023881699,0.0237604616585414,0.04817080089397604,004370
8,빙그레,2022,Q4,생활소비재,0.06132704440180467,0.06132704440180467,-1.142617706079672,0.0495169484249649,-0.2668707962055288,-0.02217756729297704,0.07996038940522832,0.05721983925373751,005180
8,롯데칠성,2022,Q4,생활소비재,0.11564108964957731,0.11564108964957731,-0.6730020847668907,0.018313980273676256,-0.14974042272832733,-0.06941438689503832,0.0040115646990470655,-0.1154013960664157,005300
8,현대그린푸드,2022,Q4,생활소비재,0.09549891179523978,0.09549891179523978,-0.3026898765828345,0.07013876234070904,-0.028060673529708646,-0.1492388980962881,0.04003523810020959,0.0,005440
8,삼립식품,2022,Q4,생활소비재,-0.020178529963050418,-0.020178529963050418,0.31085930694234687,-0.011448642458073532,0.013300088447233405,-0.09392542037997931,0.045342747673101425,0.05611561802100263,005610
8,크라운제과,2022,Q4,생활소비재,0.02591918420730959,0.02591918420730959,2.350758028498844,-0.04607874302136816,0.18879779178375,0.08504671329204072,-0.0958933622042133,-0.03870077982092998,005740
8,GS리테일,2022,Q4,생활소비재,0.013185223195090315,0.013185223195090315,-0.05259671956832601,-0.029509213403292378,-0.03875415593334941,-0.015954727869326835,-0.0291979241815018,-0.10480710195193943,007070
8,오뚜기,2022,Q4,생활소비재,0.011826179063082597,0.011826179063082597,-0.31252595549142415,0.13961735031705902,-0.03784446586923562,0.5927322164075752,0.05695353699668915,0.006792620522862752,007310
8,아이에스동서,2022,Q4,건설,0.26009935173087906,0.26009935173087906,-0.30285015785547886,-0.04323139295721523,-0.1874070173864345,-0.1665005684501949,0.006506023088437063,-0.1481796641342082,010780
8,현대산업,2022,Q4,건설,0.17791898315387147,0.17791898315387147,-0.056133406404385466,0.05074827327774001,0.14172281519456176,0.07317327813314445,0.00020505161469719368,-0.07444094751314137,012630
8,한국전력,2022,Q4,생활소비재,-0.03004031582717491,-0.03004031582717491,0.11389259372617078,0.025637365940627932,-0.021543733789984754,0.1607553623461897,-0.6392366775685115,0.05526042307158455,015760
8,삼성엔지니어링,2022,Q4,건설,0.005657714566308777,0.005657714566308777,0.4630396389934086,0.06333465474445443,0.15899691660308624,-0.6410881150169512,0.06219791528036356,0.07749482344260783,028050
8,KT&G,2022,Q4,생활소비재,0.024287988770526243,0.024287988770526243,-0.26148508007643667,-0.015764116922174165,-0.05949286382427499,-0.22823319432296163,-0.015994091697991597,-0.11801050185888873,033780
8,무학,2022,Q4,생활소비재,0.031195378885913425,0.031195378885913425,0.30249374819756714,0.05993235148378173,0.04592929938074364,-0.02960729839632059,0.08525206690736553,0.09152075309320146,033920
8,한국가스공사,2022,Q4,생활소비재,-0.2132611802953765,-0.2132611802953765,13.19454730929445,0.052017823786621786,0.7091868526707263,-0.049648183595025985,0.22492939826979064,-0.043305680653114534,036460
8,팜스코,2022,Q4,생활소비재,-0.02478788675794809,-0.02478788675794809,-1.1673671753811046,-0.04836857479899248,0.08133803290234387,-0.14928042584140244,0.4823365909661792,-0.0454691207593151,036580
8,대우건설,2022,Q4,건설,-0.10162679664252264,-0.10162679664252264,-0.7032133090605249,-0.045845851819046435,0.12439276111343678,0.10932240173149554,-0.03499466153746733,-0.030223112328398756,047040
8,동원F&B,2022,Q4,생활소비재,0.21799513746955249,0.21799513746955249,-0.45980194053364676,-0.061725844054291934,-0.18417725518144024,-0.13734367302289485,0.2780903092826532,-0.038776095566564445,049770
8,LG생활건강,2022,Q4,생활소비재,-0.04894261119604944,-0.04894261119604944,-0.47383126972063183,-0.05411164307045924,-0.13385109896724479,-0.16481141209125294,-0.03359962024588681,-0.04558158822589467,051900
8,한전기술,2022,Q4,건설,0.18721311985413114,0.18721311985413114,-12.631681855914112,0.02057230774187091,0.7986728481496872,0.43128156796611683,0.031212421217380548,-0.14834382949614142,052690
8,에이블씨엔씨,2022,Q4,생활소비재,0.5345394540583583,0.5345394540583583,2.1345190465369015,0.01710450216409698,0.010897700626802065,0.2636040968596882,-3.524764051759931,0.34610935191975933,078520
8,아모레퍼시픽,2022,Q4,생활소비재,0.1325842662596099,0.1325842662596099,0.09928240829806234,0.07569238517471755,0.06423297266135575,0.08012056984639826,0.0016297617664817743,-0.17687754275939044,090430
8,CJ제일제당,2022,Q4,생활소비재,-0.21823746968871954,-0.21823746968871954,-0.874364792101205,0.005100015172142092,-0.13373034600782485,-0.03743404456798305,0.009485486045075708,-0.017709560609676888,097950
8,LG하우시스,2022,Q4,건설,-0.049067522886124953,-0.049067522886124953,-1.4637045585689556,-0.015965972924727123,-0.021323096244602602,-0.07364876517807284,-0.49107257960551765,0.22373525003691946,108670
8,락앤락,2022,Q4,생활소비재,-0.0474207851944138,-0.0474207851944138,0.026213828685497376,-0.04062582392429148,-0.050255244440642,-0.28049913483436684,-0.37620375923308225,-0.07693829289283696,115390
8,이마트,2022,Q4,생활소비재,0.1889872866589728,0.1889872866589728,-0.2253416382535517,0.01712374563750374,-0.07919312603554818,-0.1236499703562578,0.04062039192125355,-0.22505946038126384,139480
8,삼양사,2022,Q4,생활소비재,0.082510657797629,0.082510657797629,-0.39093006744763936,0.03303531923560432,-0.05097117885353519,-0.00471821525056515,0.06920561946952031,0.07994251658988119,145990
8,한국콜마,2022,Q4,생활소비재,0.015333532148795119,0.015333532148795119,1.0605403673380263,-0.019780089268053636,-0.06586493703633511,-0.012057549249833266,-0.1288758147195913,0.022101969815024207,161890
8,코스맥스,2022,Q4,생활소비재,0.5162771828443886,0.5162771828443886,-0.7495580760910436,-0.21596584524504614,0.048097155661867674,0.26259685747587236,-0.8107467280112755,0.0021474449505059917,192820
