,name,year,quarter,sector,Relative Return,국제유가 변화율,법인세차감전 순이익 변화율,비유동자산 변화율,자본총계 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
7,롯데칠성,2023,Q1,생활소비재,-0.1154013960664157,-0.08337411073888668,20.86641211474222,0.00632324274723528,0.002638817653054737,1.4441225216264861,0.15097762800176429,-0.12258151255371992,005300
7,현대그린푸드,2023,Q1,생활소비재,0.0,-0.08337411073888668,-0.08787800862214235,-0.2642129181690265,-0.34908123848784867,-0.3784157387960374,0.08340199547520766,-0.1294554152404964,005440
7,삼립식품,2023,Q1,생활소비재,0.05611561802100263,-0.08337411073888668,-0.4246191256737376,-0.001639975943337757,-0.01595958594269742,-0.4419279795922664,-0.043494649682208064,-0.15021653276331445,005610
7,크라운제과,2023,Q1,생활소비재,-0.03870077982092998,-0.08337411073888668,-1.2294097145678187,-0.0005236389773505268,0.009349341369684572,-44.83172674910401,0.01718027637432651,-0.12217600288614477,005740
7,삼성전자,2023,Q1,정보기술,0.03281908572503358,-0.08337411073888668,0.37016739150801126,0.027071124456930162,0.007412573939901357,8.274862612591235,2.736405579642703,0.0035359450230512124,005930
7,삼성SDI,2023,Q1,정보기술,-0.1574954555911215,-0.08337411073888668,2.1761352974467014,0.02016483799240487,0.03253772426798052,-0.513329012219301,-0.05675256169833898,-0.0990541303759573,006400
7,GS리테일,2023,Q1,생활소비재,-0.10480710195193943,-0.08337411073888668,-1.3693322022774117,0.0009926243329703155,0.00011257084080518176,-0.5175809729751171,-0.0006692316528784659,-0.10015120560834488,007070
7,오뚜기,2023,Q1,생활소비재,0.006792620522862752,-0.08337411073888668,-0.3977603618888418,-0.009213372640319184,0.0026291091431029923,0.817819275374364,0.46372565172141456,-0.21360309296137564,007310
7,대덕전자,2023,Q1,정보기술,-0.07024964463828759,-0.08337411073888668,-1.7721271656262974,0.05124464971143383,-0.00502244005040231,-6.913017663663485,-0.058102536355107204,-0.020139870633995475,008060
7,삼성전기,2023,Q1,정보기술,-0.11883706181507349,-0.08337411073888668,-1.1421405673979055,0.009651510921475204,-0.02123464802366315,-0.9517575561716128,-0.23534282867700562,0.06783699676991814,009150
7,LG이노텍,2023,Q1,정보기술,-0.03873947684560829,-0.08337411073888668,-0.0719373654170149,0.02017679313790044,-0.01604391155677265,-0.018564420575393092,0.3887315587136222,-0.13046491604285593,011070
7,한국전력,2023,Q1,생활소비재,0.05526042307158455,-0.08337411073888668,-0.36397563722096093,0.021831278163115586,-0.22794657768538207,-0.36279503692350534,0.08791126442915931,-0.08901985447336633,015760
7,삼성에스디에스,2023,Q1,정보기술,-0.07979013098223055,-0.08337411073888668,2.72238518594831,-0.007518134971503998,-0.023498395647811088,0.49806435939905724,-0.051896177855688674,0.115007173898046,018260
7,일진머티리얼즈,2023,Q1,정보기술,-0.1345877356486627,-0.08337411073888668,-0.5692600459062714,-0.04398175663048931,-0.019118109213101087,-87.11286811594283,-0.8234792442239882,-0.13558241959374598,020150
7,신도리코,2023,Q1,정보기술,0.02003855357259586,-0.08337411073888668,-2.089047022823376,0.011127066627836246,0.004546604121105968,-2.4466832182015104,0.30582538104563106,-0.08558121273685226,029530
7,KT&G,2023,Q1,생활소비재,-0.11801050185888873,-0.08337411073888668,-5.72487717284867,0.02440045734518259,-0.0405649427936875,0.013026940130778764,-0.016964954952485622,-0.045784684525965166,033780
7,무학,2023,Q1,생활소비재,0.09152075309320146,-0.08337411073888668,0.0053701240282597595,-0.09759139861007082,0.06712706396831103,0.10293991029454941,0.015051081882784034,-0.04775486317670235,033920
7,LG디스플레이,2023,Q1,정보기술,-0.03526271081562244,-0.08337411073888668,0.6986667809195244,0.014362473849923507,-0.19132177003305517,0.3787530262636374,0.31776365510778204,-0.09839049844690133,034220
7,SK,2023,Q1,정보기술,-0.02972122647696558,-0.08337411073888668,-5.7749099726664,0.007716413695713298,0.05041352801605803,2.158697668648696,-0.008062710742741674,-0.1270397541953937,034730
7,한국가스공사,2023,Q1,생활소비재,-0.043305680653114534,-0.08337411073888668,-0.941909924214731,0.05975345334748172,0.001598345159893988,-0.5235065717416708,0.008168160389451673,-0.08128187759639563,036460
7,팜스코,2023,Q1,생활소비재,-0.0454691207593151,-0.08337411073888668,-1.0035147686168746,-0.002340958676020022,-0.014976286911765113,-14.540160545899715,0.1306088940830068,0.018395632763530914,036580
7,한미반도체,2023,Q1,정보기술,0.3726371736468788,-0.08337411073888668,48.1686671733182,0.7634980613626727,0.3077827221030509,-0.8037085227083256,-0.08805858486755447,1.307790103929623,042700
7,동원F&B,2023,Q1,생활소비재,-0.038776095566564445,-0.08337411073888668,0.7572360023018234,0.0010489854869872861,0.02187812071620998,0.514457318960011,0.022545402574490003,-0.1676826942253406,049770
7,LG생활건강,2023,Q1,생활소비재,-0.04558158822589467,-0.08337411073888668,-2.959738820473667,-0.005160417448026311,0.06825795590201111,-0.04055313916380121,0.02285258010080038,-0.17802730342237955,051900
7,LG전자,2023,Q1,정보기술,-0.09705128688246607,-0.08337411073888668,-8.539671811368535,0.0274635714009015,0.04973946380377692,-1.4934523661964847,0.07221791542508438,-0.1177287978467354,066570
7,에이블씨엔씨,2023,Q1,생활소비재,0.34610935191975933,-0.08337411073888668,38.17040876404654,-0.03595678230271837,0.04664318809743162,0.13087486222960787,-0.0449549533112833,-0.09499247683403625,078520
7,아모레퍼시픽,2023,Q1,생활소비재,-0.17687754275939044,-0.08337411073888668,-7.566913056288748,-0.0030389570609586913,0.0011255202550637389,-0.02755388231008038,-0.009425926464660894,0.09135121616408058,090430
7,CJ제일제당,2023,Q1,생활소비재,-0.017709560609676888,-0.08337411073888668,4.893078749709171,-0.0010303425700226576,0.042089850346888946,1.789494699144198,0.02540766128774985,-0.0763624167881985,097950
7,락앤락,2023,Q1,생활소비재,-0.07693829289283696,-0.08337411073888668,-0.9378706725197717,-0.0056965416492072984,-0.03179290669566337,-0.4854439288437924,-0.023004312432561402,-0.0557954291272384,115390
7,이마트,2023,Q1,생활소비재,-0.22505946038126384,-0.08337411073888668,0.3307002512567916,-0.007625164444893029,-0.0026430467032669824,-0.20941354496642328,0.05015601199127939,-0.12589506555070507,139480
7,삼양사,2023,Q1,생활소비재,0.07994251658988119,-0.08337411073888668,4.216393882479206,0.021760708351576064,0.03911983842855893,0.14643741803875865,-0.2104685644748734,-0.1649531068798749,145990
7,한국콜마,2023,Q1,생활소비재,0.022101969815024207,-0.08337411073888668,-1.1954041001800713,0.017687050654086267,-0.005856483167724025,-0.36781325455063274,-0.258288551231892,0.31854906432887115,161890
7,코스맥스,2023,Q1,생활소비재,0.0021474449505059917,-0.08337411073888668,-1.1809503518517823,0.06975631767802004,0.0759306769902719,3.4613843309488477,0.23404255282795616,0.40067074506423156,192820
