,name,sector,year,quarter,이익잉여금변화율,자본총계변화율,매출액변화율,영업이익변화율,비유동부채변화율,Relative Return,주주 수변화율,특정 증권 등 소유 증감 수변화율,전체 주주 수변화율,전체 주식 수변화율,Label,Code
24,Daesang,Consumer_Goods_&_Retail,2018,Q3,-0.033293930257491944,-0.016956017435024506,-0.1070340763486346,-0.13574740742596259,-0.010521727962042648,0.07746591794808669,0.022863583424569733,-0.3372922539982204,0.05512692843910583,0.05815278957397241,-0.015946399457240253,001680
24,SK_Networks,Consumer_Services,2018,Q3,0.01340882579296121,0.005765755480684254,-0.05341686170260029,-1.07519309404816,0.01616636495456303,-0.1710666729241935,-0.06764274885940247,0.08052037882807384,0.0,0.0,0.21757525779323056,001740
24,KIS_Wire,Materials_&_Chemicals,2018,Q3,-0.0022517277539828573,-0.001934955950746886,0.06826315338651623,0.2365314867442726,-0.030229243750469648,0.00935756126793743,-0.006614545064273614,0.0,-0.008266322896332445,-0.0070916122084805355,-0.08933341459696478,002240
24,KCC,Materials_&_Chemicals,2018,Q3,-0.06113559254257672,-0.05616902516580091,0.08466384177925235,0.041605592623785936,-0.06386701103660775,-0.0002613620167328315,-0.09484414863472823,-0.006101020091857201,-0.07333516910798443,-0.12745117543651396,0.028891833688835154,002380
24,AmoreG,Consumer_Goods_&_Retail,2018,Q3,-0.00046778447326478734,-0.00046440794502267124,-0.0014118902392861177,0.5609708151648622,-0.03030695419111673,-0.10947183480340325,-0.00050410072909024,-0.0004077610492705386,-0.0006746684937284364,-0.0006920813613298105,-0.25524875329167107,002790
24,Korea_Shell_Petroleum,Energy_&_Utilities,2018,Q3,-0.03554635867310085,-0.03257876690316985,0.07118820604153486,0.1602738239583087,-2.4275870233597403,0.09162372767510019,-0.1577823749393097,0.0,-0.13420511487279918,-0.1406780311021798,-0.030287990070017305,002960
24,Bukwang_Pharmaceutical,Healthcare,2018,Q3,-0.1336898211937747,-0.7383472970817226,-0.8577420671825933,-8.288103004984887,-4.773898153991246,-0.01681752860932499,-0.7887468869456238,-0.8833691165532,-0.6609200287930206,-0.7074943399322491,0.1749948948547269,003000
24,SeAH_Steel,Materials_&_Chemicals,2018,Q3,-0.09916028609696825,0.4691293139478039,1.3463921614105732,1.0769209646846092,0.8532609817106427,-0.034948636389568105,0.001435584458990724,0.31036108896199943,0.1759726882255389,0.1800394663717525,-0.09856035868527144,003030
24,Ilshin_Spinning,Materials_&_Chemicals,2018,Q3,-0.006117042491849967,-0.004400718138894533,0.2127658698075071,0.5869758443697497,0.016913915970117266,0.12015405613350345,0.005979759359813652,-0.014367367019864963,0.01386709816353393,-0.05517568839786757,-0.05268189892680826,003200
24,Hanil_Cement,Materials_&_Chemicals,2018,Q3,-0.26217431510834666,-1.555765148322381,0.6274957788822266,0.7367839694773692,-0.0005683522479111858,0.32602715542639027,-0.7304578118291327,3.430927010707159,-1.5229302135305542,-0.8897099691280157,0.0,003300
24,Ssangyong_Cement,Materials_&_Chemicals,2018,Q3,0.018917065350763984,0.002562721814404312,0.10969690069556126,0.005288893497716107,-0.18351785233340023,0.25643429793266226,0.022067850025036195,0.12555228526219708,0.026932827494064338,-0.0003457445638490597,0.1230261922898082,003410
24,Youngjin_Pharmaceutical,Healthcare,2018,Q3,0.17241032562001268,0.02314201015548145,-0.0816459412474766,-0.11436295038510091,-0.013289945529583402,-0.05118533252260858,-0.01993028001170427,0.0,-0.019675013224767612,-0.017694569409708816,0.13454222476019753,003520
24,Samsung_Fine Chemicals,Materials_&_Chemicals,2018,Q3,-0.049621114728797044,-0.030888577698597208,0.03133247390008931,0.33288118555548185,0.08250475718580552,-0.03023573367604228,-0.013056863053902523,0.1458803010497507,-0.028682620605947395,-0.06650727279304158,-0.2024831313532575,004000
24,Hyundai_Steel,Materials_&_Chemicals,2018,Q3,0.0025305342157606603,-0.0011399710493336102,0.02573241700490836,0.7270207808695361,-0.08479438514439686,0.08175916329264618,0.0012103155265105192,0.032869393385101975,-0.0005534794359820516,-0.0011028149234835194,0.06745929743059088,004020
24,Shinsegae,Consumer_Goods_&_Retail,2018,Q3,-0.013962273236610478,-0.008072755345701399,-0.04430000063550499,-0.1190107357521506,-0.3665597577705553,0.1399388530790085,-0.02361542432138597,0.40764973122171344,-0.018218306118667815,-0.022318677909062057,-0.09726273414113185,004170
24,Chokwang_Leather,Consumer_Goods_&_Retail,2018,Q3,-0.015555557472628045,-0.038739630441827044,0.13145517959421216,0.05906992297913549,-0.45064653639914476,-0.060434767734784345,-0.009673777599154443,-0.046186819463259976,-0.03986860105844081,-0.04072958262352433,0.06467456949431218,004700
25,Hansol_Technics,Technology,2018,Q3,-0.5858611372207805,-0.014643989966069082,-0.3050489994915284,13.904596416996775,0.05284661717119432,-0.18247576144648023,-0.028571646862555644,0.0,-0.025976796612688258,-0.018198781799199093,-0.12735403973946222,004710
24,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2018,Q3,-0.012746574131260457,-0.01683330943661021,-0.11889083648002385,-1.2030003176175046,-0.001045247282869699,0.052344286918953244,0.019394113502027466,-0.017664228158776663,0.007119698193478352,0.0058887051715175165,-0.09364946519619831,005300
24,POSCO_Holdings,Materials_&_Chemicals,2018,Q3,-0.016325669011795663,-0.01742480993237283,-0.026043734105955174,-0.33163497269104125,-0.2746619817085194,0.06425410271679796,0.030037037687985713,0.08055229373877637,0.020632439919711754,-0.023350259394494532,-0.10265615279040055,005490
24,SL_Corp,Consumer_Goods_&_Retail,2018,Q3,-0.006727532873765485,-0.004773413769720625,0.01945689340146628,0.832367385260584,-0.10484435359701605,-0.07489302778512721,0.002463544869025003,-0.006294677929943537,0.006729592193576384,0.0124240302531482,0.1648658257013492,005850
25,Samsung_Electronics,Technology,2018,Q3,-0.04880454080888885,-0.048314350828653874,-0.1532290558985474,-0.2591144208322378,0.08034539546244157,0.0024274305995689513,0.0017548116783229206,-0.050545000513007254,0.001753900983166523,-0.021544569003120184,-0.005722233246195965,005930
24,SK_Chemicals,Healthcare,2018,Q3,-0.036684342733819486,-0.055217089702063626,-0.5634643229211569,0.03351807564288578,0.42304962377479394,-0.061661578498046,-0.06444836839708223,0.0,-0.05275855244266303,-0.053842622953360175,-0.0904780270992914,006120
24,GC_Biopharma,Healthcare,2018,Q3,-0.029056672304904607,-0.017144303974619746,-0.04581329236421583,-1.9151728597161881,-0.0018781008338200067,0.052813798739057755,0.005871268634181748,-0.01728112663768311,-0.0024334788382369688,-0.00502235254623562,-0.1571893373103476,006280
25,Samsung_SDI,Technology,2018,Q3,-0.01815882004025471,-0.013063768607744608,-0.1215631318278605,-0.6382581074000999,-0.8192723844833385,0.12038661427303834,-0.09901301454538669,-0.054159284137407004,-0.07014876307436779,-0.06684252733902141,0.1976786169663572,006400
25,Korea_Petrochemical_Ind,Materials_&_Chemicals,2018,Q3,-0.056668228184975966,-0.04570132897941148,0.012567030354147857,0.19413240376142082,-0.010088364630515656,-0.10900935888132407,-0.06771193371744744,-0.03054447204202493,-0.0665058631166151,-0.08828385395476701,-0.25616826260343384,006650
24,GS_Retail,Consumer_Goods_&_Retail,2018,Q3,-0.029453548764680093,-0.026174039934595106,-0.059734565557412855,-0.35468936013507024,-0.002915885553187225,0.3924073211634346,-0.005694673659901284,0.04497419487720378,-0.021247347189585764,-0.029493801160177524,-0.12864600670199705,007070
24,Ilyang_Pharmaceutical,Healthcare,2018,Q3,1.3150226885618892,0.022932903315699416,-0.16363208097285797,13.554328967073609,0.012354895382447273,-0.1569753489171457,0.009369590944587669,-0.011608086777983972,0.020817271709502205,0.023203889819297663,0.12231228321991115,007570
25,Kukdo_Chemical,Materials_&_Chemicals,2018,Q3,-0.017484152981284806,-0.02407979598383969,0.009764869234491713,0.39245868060809364,0.33058583226974947,0.06690037574092825,-0.005594736874153572,-0.060767663429683205,-0.007475260524845151,-0.01115043086498968,-0.11573932696089355,007690
24,Daeduck_Electronics,Technology,2018,Q3,-0.41235745985690153,-0.014089573353317286,0.024768878368004565,-0.4913231654725241,-0.38228916786763256,0.046942433750473016,0.017859726826046196,0.36249516416971006,0.035175541643626906,0.03828183720685441,-0.04543643811320219,008060
24,Hotel_Shilla,Consumer_Services,2018,Q3,-0.07103868636112254,-0.046904008678607445,-0.02328353169282016,0.1063985021294459,-0.006487484200813354,0.2991227113407835,0.033248957489471764,0.0036252420916601524,0.004122703094199709,0.0026388490677955456,-0.12964696442899165,008770
25,Samsung_Electro-Mechanics,Technology,2018,Q3,-1.01427364316587,-0.03993398418717664,-0.24007934134864972,-0.8572975344469458,-0.0458997900849909,0.45796955266166395,-0.20277674486108377,0.03970536513504008,-0.1939087242307962,-0.1255875290808468,-0.07176105838872321,009150
24,Hanssem,Consumer_Goods_&_Retail,2018,Q3,-0.02398438090082533,-0.02817303501906121,0.10839422984637226,0.472425143060321,-0.06936308894351861,-0.2610887955630272,0.000968022054380957,-0.015709802974186005,-0.009806661314086584,-0.023887929292942367,-0.27512315490518213,009240
24,Kwang_Dong_Pharmaceutical,Healthcare,2018,Q3,-0.024989489762256456,-0.020270190930483434,-0.102347824864512,-1.2403395309556529,0.032428545691904676,-0.08587464698822292,-0.019358809723754478,0.0,-0.01850823060449991,-0.01764663722293891,0.0006092773581305444,009290
24,Moorim_P&P,Materials_&_Chemicals,2018,Q3,-0.07021719533711268,-0.03746002430235529,-0.012588579032224434,-0.005373647098240397,0.03668429472655932,0.3801412155000322,-0.023403784832579877,0.0,-0.01993897916984344,-0.017795013299058304,0.2150062147617598,009580
24,Hanwha_Solutions,Materials_&_Chemicals,2018,Q3,-0.06074009562781746,-0.04174439275658859,0.03197481990816664,0.5427674014635993,-0.01856966700691176,-0.21882819890283353,-0.05899061955130169,-0.06144067944573406,-0.06263507517792943,-0.061644309624023785,-0.12129218432150549,009830
24,OCI,Materials_&_Chemicals,2018,Q3,-0.0008963678308506751,-0.0006461172275731286,0.16785055865719367,0.9544159163519884,0.026121697068187122,-0.28935170107149166,0.04343727058358604,-0.22043220932996577,0.04342355064505887,0.01745924347998784,0.05815167868261119,010060
24,Korea_Zinc,Materials_&_Chemicals,2018,Q3,-0.021343649898618144,-0.018767710181020414,0.0365632555857035,0.10722954163906506,0.03663548044961118,-0.13953993347092808,-0.004144238718944315,0.02036963886012111,-0.0061972111587180745,4.798261961913575e-05,0.12488671432748501,010130
24,IS_Dongseo,Technology,2018,Q3,-0.01208029080713402,-0.007436638501780335,0.7198713746065704,0.9426326290767523,-0.8218164250166198,-0.05445209540438102,0.06030360704638338,-0.12405629004338725,0.031648475282794464,0.0866098468568367,0.4022873421403514,010780
24,S-Oil,Energy_&_Utilities,2018,Q3,-0.03156463787756536,-0.023729101224574833,-0.19736628399069334,0.2204937024197342,-0.041486282428327526,-0.040899692780903565,-0.047995053873064686,-0.039514918567955526,-0.05422273789428811,-0.05422273789428811,0.24649458808242386,010950
24,LG_Innotek,Technology,2018,Q3,-0.1254869171246913,-0.03640420321386051,-0.5696541720101531,4.706362595575353,0.04432018027843876,0.19721201109843517,-0.6120407086477746,0.30320492758374007,-4.436729383240947,-4.318753251587622,-0.10464696442899167,011070
24,Lotte_Chemical,Materials_&_Chemicals,2018,Q3,-0.03520675966286069,-0.03221363082675133,0.0708346761466574,0.32878799193110586,0.027074346285407835,-0.14031012895228925,-0.02855001060998208,-0.022615284923793277,-0.024509319721442546,-0.02463433016997829,-0.20233635641730832,011170
24,Kumho_Petrochemical,Materials_&_Chemicals,2018,Q3,-0.11900010650432735,-0.025748252417875817,-0.018274272452824425,0.21087909731863896,-0.23510674912265195,0.26773248679132466,-0.07522528972275233,-0.06960617106261457,-0.07618716078295829,-0.06014313190146825,-0.15183311161513885,011780
24,SKC,Materials_&_Chemicals,2018,Q3,-0.016386928600716777,-0.013417773602673932,-0.004145282261973859,-0.020729600841884244,0.05854927547208211,0.18740901216500144,-0.04004228840731905,0.04198252324590179,-0.012702014924482752,-0.01253452076918693,-0.020794599953789815,011790
25,Hansol_Chemical,Materials_&_Chemicals,2018,Q3,-0.08384306986075907,-0.06648181193238356,-0.04169811637748788,-0.1871692166386052,-0.006785990869335956,0.16418462280788898,-0.04948606444181092,0.3798482055769359,-0.06641389238723683,-0.03651881894062914,0.01578726290178739,014680
24,UNID,Consumer_Goods_&_Retail,2018,Q3,-0.01885971015240706,-0.00199546868256828,-0.014774304340632094,0.1968575019672716,-0.044291125561082056,0.08625170225539017,-0.04191638645243567,0.11968604556603846,-0.029967357426885055,-0.007958625262197927,-0.12382672331968766,014830
24,Korea_Electric_Power_Corporation_(KEPCO),Energy_&_Utilities,2018,Q3,-0.013642632685010314,-0.009106371776872901,-0.23082089875902545,2.062007098638998,-0.06102667602866596,0.024511424014286437,0.0054514553645883534,0.049142932781485626,0.004911183217792825,0.0038172184959768263,-0.08745946442899166,015760
24,SK_Telecom,Telecommunications_&_Media,2018,Q3,-0.00574980303912076,-0.00630192075598246,0.005528182239996515,0.1565090597074501,-0.011892405624494007,0.04825193062819012,0.0034051821262104376,0.00017684389605143735,0.0036193624615454834,0.0060177514079939876,0.21087716867783357,017670
25,Samsung_SDS,Technology,2018,Q3,-0.038961424373914255,-0.02860455634117276,0.05304291265137384,0.18905345778417104,-0.2981444219244167,-0.1739847590345052,-0.038957087676608326,-0.030238421727697196,-0.0365756642001549,-0.03682178279621717,0.14747273631913801,018260
24,Daekyo,Consumer_Services,2018,Q3,0.013026471233512082,0.005730874412372855,0.04628729837006296,0.15698555147226734,0.0762869701151937,0.024004704725299645,-0.18160090515985394,-0.28666203144231783,-0.09680153741843656,-0.1116164102061743,-0.06041868946141709,019680
24,Iljin_Materials,Materials_&_Chemicals,2018,Q3,-0.14422991707286203,-0.02688115825457471,-0.05479538912208182,-0.22622538751571009,-0.9239341942331505,0.16486029848356465,-0.08146300366479498,-0.05604377254445558,-0.04859677516636207,-0.056694956676537345,0.27832665667412587,020150
24,Coway,Consumer_Goods_&_Retail,2018,Q3,-0.04054186966854534,-0.036810364432747544,0.0005817818135769315,-0.005798816500752313,-0.004052509990171371,0.023420322138206877,-0.02584395480931967,-0.031784226880750444,-0.029621112342864686,-0.027630284504258196,0.0034831168718213457,021240
24,Lotte_Shopping,Consumer_Goods_&_Retail,2018,Q3,-0.014448815676406879,-0.014654883426892251,-0.037074578131358615,-24.6324943726959,-0.08560805172913066,-0.10961338572696167,-0.01280128243789469,-0.0031118954439597335,-0.01517732489556134,-0.014379032559292737,-0.009397558253219692,023530
24,Korea_Electric_Terminal,Energy_&_Utilities,2018,Q3,-0.0076475054758775585,0.0009730130926989267,-0.004463314742449764,0.053730261646085964,0.0645676980786768,-0.12442541580214964,-0.010704876141119035,0.012356122947856374,-0.008453180977581187,-0.004694200142407068,-0.02073891845198017,025540
24,Namhae_Chemical,Materials_&_Chemicals,2018,Q3,-0.010391216215015486,-0.008320993439607571,0.09895569557271866,0.506695104620112,-0.059981587795172375,0.12355734598035541,-0.05673576159948035,0.0,-0.023379040763323422,-0.02506764223507174,-0.10300762016669658,025860
25,Sindoh,Consumer_Goods_&_Retail,2018,Q3,-0.010266630111044561,-0.008698316337595324,-0.12832214720934298,-0.47863961929461873,-0.08041940008282955,-0.14628509525797528,-0.014369823850472141,-0.030563438814215305,-0.013754263469229144,-0.014289706649814882,-0.06961871584142104,029530
25,Cheil_Worldwide,Consumer_Goods_&_Retail,2018,Q3,-0.03435573133410097,-0.042363875153523356,0.16516160011991254,0.5645843098024066,0.15752681434478555,0.20080444157108848,-0.04626382200419199,-0.008684874190467262,-0.05471011668058323,-0.059565095474859664,0.04377918569207371,030000
24,KT_Corp,Telecommunications_&_Media,2018,Q3,-0.01902775971371784,-0.016623834175545582,-0.017543654842482992,0.08793234023604213,-0.057983444150630614,0.04494196817503471,-0.012568785842652197,-0.020712685478577297,-0.013047584055870587,-0.012939408756976745,0.09571799907465797,030200
24,LG_Uplus,Telecommunications_&_Media,2018,Q3,-0.047672426133804846,-0.023265278732523154,-0.003954509513635296,-0.09573929086963595,0.07121503598819101,0.1932437571301812,0.011244935514274967,0.0084669193603637,0.017076999530842185,0.017199906736933612,0.3118997981609364,032640
24,KT&G,Consumer_Goods_&_Retail,2018,Q3,-0.44210681884351466,-0.030762540177770692,0.05903638497789754,0.0014118236203456425,-0.1573386599065385,0.1214576853441094,-0.030010553945853502,0.00203546623150086,-0.03314331930962999,-0.030857151688763018,-0.028121142832747532,033780
24,SBS_Media,Telecommunications_&_Media,2018,Q3,0.018723760127521194,0.014606635017710867,0.2691153052239228,-1.8725695860776752,0.014945886889202176,-0.15834203847838482,-0.0251893136783492,-0.020235590144206395,0.010202267685783917,0.036278933065142516,-0.019174809465311277,034120
24,LG_Display,Technology,2018,Q3,-0.002175008978790194,-0.0015065064372092873,-0.12434642061138046,1.2956794469379174,-0.07324866157775167,-0.24711722756772256,-0.06037951374563666,-0.08315936886360831,-0.061960985790513456,-0.0549858997394681,0.03339619427036742,034220
24,Kangwon_Land,Consumer_Services,2018,Q3,-0.02722107642822058,-0.026736002640604495,-0.08824143185198485,-0.08313190829971662,-2.892345611804349,-0.03367643301242576,-0.08667592804409252,-0.182848495518672,-0.06781777958332014,-0.07340014825694396,0.09496989380855622,035250
24,NAVER_Corp,Technology,2018,Q3,-0.03613233243189584,-0.04748924375414432,0.006556821466819018,-0.015492633976244008,-0.0335247438595645,0.02484172898908583,-0.6417544039779883,-0.8316949711784953,-0.4037179775029742,-0.35658391609753104,-0.0686999089455923,035420
24,Korea_Gas_Corporation,Energy_&_Utilities,2018,Q3,0.07063684726801911,0.042015468073544504,0.07607546601275683,-8.639776658745735,0.020504765764950195,0.37957916085688925,0.02611092575069951,-0.06486763276818075,0.020521662276238195,0.021231214951991206,-0.05323630612178163,036460
24,NCSOFT,Technology,2018,Q3,-0.02994324918180058,0.08265888970660717,0.09496916947718059,0.10634357833416075,0.29057521142385934,-0.07667220925637341,-0.026162204106829234,0.04587369945477204,0.0387070255824542,0.0375084798025731,0.18968501937667637,036570
24,Hanmi_Semiconductor,Technology,2018,Q3,0.11111791204156818,0.03785504928996841,0.32732215069005255,0.3795876614280177,-0.25861251702057886,-0.1858124807495861,0.08463618040942655,0.4418573080690811,0.07925318259426462,0.03569539637688868,0.21014176796537454,042700
24,Daewoo_International,Trading_&_Logistics,2018,Q3,-0.014773743903981007,-0.007796745841547548,-0.07223325458805108,0.4586156162322733,0.19735320918170907,-0.021196899826744747,0.03902082572818444,0.009892711816658739,0.01715683023304082,-0.010191600380837995,-0.03473955702158425,047050
24,KEPCO_KPS,Energy_&_Utilities,2018,Q3,-0.01219438395993877,-0.01207731907751941,0.2166285123622641,0.7508958964714003,-0.27141580328787906,-0.16609690221047815,-0.05219418132828135,-0.016333232240712814,-0.008726283934766599,-0.006010156129995892,-0.042836497668029855,051600
24,LG_Household & Health Care,Consumer_Goods_&_Retail,2018,Q3,-0.06159685050934116,-0.0587131938398191,-0.08355461617332671,-0.16471093430076666,-0.04035413050238512,0.19558759868649198,-0.04982608168863556,-0.057446872082035805,-0.04464942727753751,-0.049547164530276744,-0.09321839300042023,051900
24,LG_Chem,Materials_&_Chemicals,2018,Q3,-0.03528986512385157,-0.030292322047671183,-0.04669761287589935,0.04446786408923775,-0.006276925136355693,-0.10316668521934744,-0.026075492881618922,-0.004487322879245026,-0.01951176378744135,-0.014232043841118536,0.09460115587176021,051910
24,LG_Electronics,Technology,2018,Q3,-0.021028750533989005,-0.012842413399269725,0.04650560291012218,0.40310688395014704,-0.045860129850008535,-0.19506793118150711,0.0345595387559563,0.008632180955253976,0.006241635995044237,0.002464888309710034,-0.15025466599337192,066570
24,Huchems,Materials_&_Chemicals,2018,Q3,-0.06875559604129977,-0.06992080841690762,-0.003732979185974594,0.1658938394958761,0.10276476739831042,0.23220479609122016,-0.08955815037650616,-0.1847821358490267,-0.059220008212989006,-0.08656187886949862,-0.1501949096344711,069260
24,Daewoong_Pharmaceutical,Healthcare,2018,Q3,-0.009410813754126446,-0.007360347050849647,0.025933887924057264,0.19775799768752722,-0.4595477169568569,0.025510992382491073,-0.004648477616320035,-0.37754643177469704,-0.024969644088425502,0.036367798177573185,-0.027316989617908537,069620
24,Hyundai_Department_Store,Consumer_Goods_&_Retail,2018,Q3,-0.07023141951503842,-0.058508877394626735,0.016942009878672448,-0.048298605485696644,-0.017304189336960984,0.2883287364595335,0.07942400598464161,0.06118139241401821,-0.010281914127703962,-0.004196400663870392,-0.13652469368663359,069960
24,Able_C&C,Consumer_Goods_&_Retail,2018,Q3,0.06792705739374894,0.03054343966071904,0.1776666998409916,-1.9442610576896167,-0.12823165240060308,-0.17688611299968893,-0.009173345372166963,-0.2923789533530179,-0.08496231469286308,-0.08787469045919383,-0.07081028650330122,078520
24,Hyundai_Livart,Consumer_Goods_&_Retail,2018,Q3,-0.02869317063531085,-0.02081663548998769,0.013912891005809724,0.318396737547498,-0.036313964735415816,-0.05724547966042545,0.01738779870881646,0.06580334166308477,0.0024106079418075854,0.0023319101741049453,0.06552847416749956,079430
24,Huvepharma,Healthcare,2018,Q3,-0.025602179705375372,-0.012812181252755073,-0.03037110656345754,0.6112528184480952,-0.49029821560165665,-0.17319417175316254,-0.047481349953110596,-0.08006251869294534,-0.06014759213135901,-0.0621963571266646,0.036355313475336354,079980
24,Basic_House,Consumer_Goods_&_Retail,2018,Q3,-0.23216376231340297,0.07888697115166277,0.217474401072989,3.5421883956388416,-0.006377618047333167,-0.00423523446645746,0.021615502189577418,-0.005451235555534506,0.026056406551280276,0.02642271146720021,-0.31357815037335474,084870
24,Amorepacific,Consumer_Goods_&_Retail,2018,Q3,-0.01769093817093914,-0.01442570780103658,0.0218981175285633,0.3594339192551874,-0.030918130546734313,0.03511943870051926,-0.05423844461118432,0.040643019333929,-0.015905185425661328,-0.01099452883949592,-0.19659742882527648,090430
24,LF_Corp,Consumer_Goods_&_Retail,2018,Q3,-0.014305464803287649,-0.009761600704855322,0.1846943562007819,0.7258882210869257,0.0027055696109097305,0.06666147864916853,0.0164863091139138,-0.04327819887844386,-0.009110517888385239,-0.012153091606626143,-0.07428982157184881,093050
24,Huvis,Materials_&_Chemicals,2018,Q3,-0.08873225899856796,-0.04224232729131305,0.05932208816054774,0.3347767611912924,-0.04182974597558542,0.06531951710827191,-0.11214739611067803,-0.5693019487536739,-0.12098772144924186,-0.06464167192306292,0.029455242769258483,093370
24,SK_Innovation,Energy_&_Utilities,2018,Q3,0.027423174356055124,0.03614033079198187,-0.15113809321670213,0.20420570127209703,-0.8465143115313152,-0.0012545173180887187,-0.019554933908936922,-0.11169225444996433,-3.748245431500763e-05,-0.020382158463814415,0.0650086508471077,096770
24,CJ_CheilJedang,Consumer_Goods_&_Retail,2018,Q3,-0.023291496177520132,-0.014934659914888737,-0.14287278048093355,-1.0100623170434986,-0.013968926633044498,0.14340987008699183,-0.030474364735771475,-0.78045371856442,-0.025842487240255174,-0.020640445690487397,-0.05042664969365547,097950
24,Poongsan,Materials_&_Chemicals,2018,Q3,-0.0014354445807061023,0.0005308001191982603,0.1164522791392899,0.15639028594236226,-0.026107883177295177,-0.08758806927126547,0.017969091607631604,-0.03804917353145654,0.02757864401961385,0.017842206406381678,-0.06111056026851618,103140
24,Korea_Steel,Materials_&_Chemicals,2018,Q3,0.09203322350716125,0.017099831673602184,0.07310695450313409,0.8455553467276794,-0.02238637555209433,0.09187445404413991,0.049601733739863096,0.0,0.03279942026766269,-0.000124937058262109,-0.08294366772569496,104700
24,Hansea,Consumer_Goods_&_Retail,2018,Q3,-0.030470892341539324,-0.026766497155433777,-0.41717328167953904,-1.7337133779755227,0.715499851708272,-0.21970267144124736,-0.03396222635319379,-0.23902012911507153,-0.07316947517429906,-0.058976332349247595,0.33381457403254683,105630
24,LG_Hausys,Materials_&_Chemicals,2018,Q3,-0.011522478277295134,-0.003920549463439782,0.05059731814129087,0.7551955212486217,-0.0627771481993995,-0.06553695260594256,-0.08471809774910999,-0.07307950646350103,-0.062130288907770836,-0.055705812563686896,0.009783050001022767,108670
24,Youngone_Corporation,Consumer_Goods_&_Retail,2018,Q3,-0.06151936318877693,0.02246432925643249,-0.046996412604485505,-0.12587003062037905,0.14946502892483227,0.24468251445129147,0.028012184410441066,0.06857557002854675,0.032818534143739364,0.028536497265731597,0.1779877661099305,111770
24,GKL,Consumer_Services,2018,Q3,-0.03760933947315581,-0.03397108842774976,-0.12298197948968115,0.10966937626213658,-0.06669784821382807,0.011641226819163797,-0.10315521079811729,-0.08071321022296996,-0.09977989138227206,-0.10898641733978054,-0.03382984380642357,114090
24,Lock_&_Lock,Consumer_Goods_&_Retail,2018,Q3,0.006646931130250722,0.0031744954331135444,-0.0036991778958697097,-3.171183613856331,-0.018345053247167398,-0.06514084522913471,0.013242260658642091,0.013394794789767017,0.009368459401584595,0.00959295405789029,-0.22915787065791002,115390
