종목명,code,year,quarter,공시일,시가,종가,수익률,LLM 예측,판단
삼성에스디에스,018260,2020,Q4,2021-03-09,187500,180500,-0.0373,up,false
삼성에스디에스,018260,2021,Q1,2021-05-17,181000,175500,-0.0304,up,false
삼성에스디에스,018260,2021,Q2,2021-08-17,176000,154500,-0.1222,up,false
삼성에스디에스,018260,2021,Q3,2021-11-15,154500,136500,-0.1165,down,true
일진머티리얼즈,020150,2020,Q4,2021-03-23,64300,66300,0.0311,down,false
일진머티리얼즈,020150,2021,Q1,2021-05-17,68000,80700,0.1868,up,true
일진머티리얼즈,020150,2021,Q2,2021-08-17,80500,109000,0.354,down,false
일진머티리얼즈,020150,2021,Q3,2021-11-15,112500,86500,-0.2311,up,false
신도리코,029530,2020,Q4,2021-03-10,29850,31550,0.057,up,true
신도리코,029530,2021,Q1,2021-05-17,32400,32150,-0.0077,,excluded
신도리코,029530,2021,Q2,2021-08-17,32150,32950,0.0249,,excluded
신도리코,029530,2021,Q3,2021-11-15,32950,31850,-0.0334,,excluded
LG디스플레이,034220,2020,Q4,2021-03-15,20934,20334,-0.0287,down,true
LG디스플레이,034220,2021,Q1,2021-05-17,20657,19225,-0.0693,up,false
LG디스플레이,034220,2021,Q2,2021-08-17,19132,18624,-0.0266,up,false
LG디스플레이,034220,2021,Q3,2021-11-15,18855,17145,-0.0907,up,false
SK,034730,2020,Q4,2021-03-19,242000,270000,0.1157,down,false
SK,034730,2021,Q1,2021-05-17,273500,266500,-0.0256,down,true
SK,034730,2021,Q2,2021-08-17,264500,247000,-0.0662,up,false
SK,034730,2021,Q3,2021-11-15,244500,238500,-0.0245,down,true
한미반도체,042700,2020,Q4,2021-03-11,10250,15850,0.5463,down,false
한미반도체,042700,2021,Q1,2021-05-13,15350,17950,0.1694,down,false
한미반도체,042700,2021,Q2,2021-08-13,17825,16100,-0.0968,down,true
한미반도체,042700,2021,Q3,2021-11-15,16575,16075,-0.0302,up,false
LG전자,066570,2020,Q4,2021-03-16,153500,148500,-0.0326,down,true
LG전자,066570,2021,Q1,2021-05-17,151000,150500,-0.0033,down,true
LG전자,066570,2021,Q2,2021-08-17,150500,122000,-0.1894,up,false
LG전자,066570,2021,Q3,2021-11-15,122500,123000,0.0041,up,true
