종목명,CODE,YEAR,QUARTER,공시일,시가,종가,수익률,LLM 예측,판단,Confusion Matrix
LX인터내셔널,001120,2022,Q3,2022-11-14,40400,28650,-0.2908,down,true,NP
LX인터내셔널,001120,2022,Q4,2023-03-15,28950,30900,0.0674,down,false,NN
LX인터내셔널,001120,2023,Q1,2023-05-15,30700,36050,0.1743,up,true,PP
LX인터내셔널,001120,2023,Q2,2023-08-14,36350,29350,-0.1926,up,false,PN
LX인터내셔널,001120,2023,Q3,2023-11-14,29100,26550,-0.0876,up,false,PN
LX인터내셔널,001120,2023,Q4,2024-03-13,26750,29150,0.0897,up,true,PP
LX인터내셔널,001120,2024,Q1,2024-05-16,29250,29500,0.0085,up,true,PP
LX인터내셔널,001120,2024,Q2,2024-08-14,29600,27300,-0.0777,up,false,PN
LX인터내셔널,001120,2024,Q3,2024-11-14,27500,25850,-0.06,down,true,NP
대한항공,003490,2016,Q1,2016-05-16,18013,18532,0.0288,up,true,PP
대한항공,003490,2016,Q2,2016-08-12,18531,17648,-0.0476,down,true,NP
대한항공,003490,2016,Q3,2016-11-14,17525,19971,0.1396,down,false,NN
대한항공,003490,2016,Q4,2017-03-31,20035,20684,0.0324,up,true,PP
대한항공,003490,2017,Q1,2017-05-11,20879,23764,0.1382,down,false,NN
대한항공,003490,2017,Q2,2017-08-10,23634,19842,-0.1604,down,true,NP
대한항공,003490,2017,Q3,2017-11-14,19938,21203,0.0634,up,true,PP
대한항공,003490,2017,Q4,2018-03-30,21494,22370,0.0408,up,true,PP
대한항공,003490,2018,Q1,2018-05-15,22370,18058,-0.1928,down,true,NP
대한항공,003490,2018,Q2,2018-08-14,17993,19096,0.0613,down,false,NN
대한항공,003490,2018,Q3,2018-11-13,18868,20652,0.0946,up,true,PP
대한항공,003490,2018,Q4,2019-04-01,20748,21495,0.036,down,false,NN
대한항공,003490,2019,Q1,2019-05-15,21851,15043,-0.3116,down,true,NP
대한항공,003490,2019,Q2,2019-08-14,15107,16989,0.1246,down,false,NN
대한항공,003490,2019,Q3,2019-11-14,17053,12288,-0.2794,down,true,NP
대한항공,003490,2019,Q4,2020-03-30,11671,12255,0.05,down,false,NN
대한항공,003490,2020,Q1,2020-05-15,12124,15275,0.2599,down,false,NN
대한항공,003490,2020,Q2,2020-08-14,15391,18571,0.2066,up,true,PP
대한항공,003490,2020,Q3,2020-11-16,18764,29050,0.5482,down,false,NN
대한항공,003490,2020,Q4,2021-03-18,29350,29500,0.0051,up,true,PP
대한항공,003490,2021,Q1,2021-05-14,30100,29900,-0.0066,up,false,PN
대한항공,003490,2021,Q2,2021-08-13,30000,30550,0.0183,up,true,PP
대한항공,003490,2021,Q3,2021-11-12,30650,28700,-0.0636,up,false,PN
대한항공,003490,2021,Q4,2022-03-15,28650,28450,-0.007,up,false,PN
대한항공,003490,2022,Q1,2022-05-13,28450,25950,-0.0879,down,true,NP
대한항공,003490,2022,Q2,2022-08-12,26050,24550,-0.0576,down,true,NP
대한항공,003490,2022,Q3,2022-11-11,25400,23150,-0.0886,up,false,PN
대한항공,003490,2022,Q4,2023-03-14,22900,22800,-0.0044,down,true,NP
대한항공,003490,2023,Q1,2023-05-12,22800,25000,0.0965,up,true,PP
대한항공,003490,2023,Q2,2023-08-14,25000,21100,-0.156,up,false,PN
대한항공,003490,2023,Q3,2023-11-14,21300,22250,0.0446,up,true,PP
대한항공,003490,2023,Q4,2024-03-13,22300,21950,-0.0157,down,true,NP
대한항공,003490,2024,Q1,2024-05-14,21950,20700,-0.0569,up,false,PN
대한항공,003490,2024,Q2,2024-08-14,20900,23300,0.1148,up,true,PP
대한항공,003490,2024,Q3,2024-11-14,23300,22850,-0.0193,up,false,PN
S&T중공업,003570,2016,Q4,2017-03-08,9118,8884,-0.0257,down,true,NP
S&T중공업,003570,2018,Q1,2018-05-11,6548,6196,-0.0538,down,true,NP
S&T중공업,003570,2022,Q1,2022-05-11,8920,9120,0.0224,up,true,PP
S&T중공업,003570,2022,Q3,2022-11-10,8580,9590,0.1177,down,false,NN
S&T중공업,003570,2022,Q4,2023-02-20,9590,9590,0.0,up,false,PN
SNT다이내믹스,003570,2023,Q1,2023-05-11,9600,9750,0.0156,up,true,PP
SNT다이내믹스,003570,2023,Q4,2024-02-21,16800,16000,-0.0476,up,false,PN
SNT다이내믹스,003570,2024,Q1,2024-05-09,16000,22450,0.4031,up,true,PP
SNT다이내믹스,003570,2024,Q2,2024-08-08,22150,25650,0.158,up,true,PP
SNT다이내믹스,003570,2024,Q3,2024-11-07,25750,29350,0.1398,up,true,PP
LS,006260,2016,Q2,2016-08-12,53900,60000,0.1132,up,true,PP
LS,006260,2016,Q3,2016-11-14,61200,62500,0.0212,down,false,NN
LS,006260,2017,Q1,2017-05-15,68400,85800,0.2544,down,false,NN
LS,006260,2017,Q4,2018-04-02,75800,85900,0.1332,up,true,PP
LS,006260,2018,Q1,2018-05-15,86100,68400,-0.2056,down,true,NP
LS,006260,2018,Q3,2018-11-14,54200,52300,-0.0351,down,true,NP
LS,006260,2018,Q4,2019-04-01,53000,44650,-0.1575,up,false,PN
LS,006260,2019,Q1,2019-05-15,44800,41150,-0.0815,down,true,NP
LS,006260,2019,Q3,2019-11-14,48550,28650,-0.4099,down,true,NP
LS,006260,2019,Q4,2020-03-30,27950,33550,0.2004,down,false,NN
LS,006260,2020,Q1,2020-05-15,33700,42000,0.2463,down,false,NN
LS,006260,2020,Q2,2020-08-14,42600,56600,0.3286,down,false,NN
LS,006260,2020,Q4,2021-03-19,64700,71300,0.102,down,false,NN
LS,006260,2021,Q1,2021-05-17,71900,69300,-0.0362,up,false,PN
LS,006260,2021,Q2,2021-08-17,69200,58500,-0.1546,down,true,NP
LS,006260,2022,Q1,2022-05-16,59800,62900,0.0518,up,true,PP
LS,006260,2022,Q2,2022-08-16,63000,69000,0.0952,down,false,NN
LS,006260,2022,Q3,2022-11-14,69000,70300,0.0188,down,false,NN
LS,006260,2022,Q4,2023-03-21,71200,92700,0.302,up,true,PP
LS,006260,2023,Q1,2023-05-15,92600,116500,0.2581,up,true,PP
LS,006260,2023,Q2,2023-08-14,118000,76500,-0.3517,up,false,PN
LS,006260,2023,Q3,2023-11-14,77200,107400,0.3912,up,true,PP
LS,006260,2023,Q4,2024-03-20,107400,150800,0.4041,up,true,PP
LS,006260,2024,Q1,2024-05-16,156100,111200,-0.2876,up,false,PN
LS,006260,2024,Q2,2024-08-14,111800,100100,-0.1047,up,false,PN
LS,006260,2024,Q3,2024-11-14,100100,122800,0.2268,up,true,PP
LS산전,010120,2016,Q2,2016-08-12,44800,40850,-0.0882,up,false,PN
LS산전,010120,2016,Q3,2016-11-14,40850,46850,0.1469,up,true,PP
LS산전,010120,2016,Q4,2017-03-31,46650,53700,0.1511,up,true,PP
LS산전,010120,2017,Q1,2017-05-15,54200,59200,0.0923,up,true,PP
LS산전,010120,2017,Q4,2018-03-30,62100,80600,0.2979,up,true,PP
LS산전,010120,2018,Q2,2018-08-14,68800,47100,-0.3154,up,false,PN
LS산전,010120,2018,Q3,2018-11-14,47250,47500,0.0053,up,true,PP
LS산전,010120,2019,Q1,2019-05-15,45150,43300,-0.041,up,false,PN
LS산전,010120,2019,Q3,2019-11-14,49100,31800,-0.3523,up,false,PN
LS일렉트릭,010120,2019,Q4,2020-03-30,30900,37850,0.2249,up,true,PP
LS일렉트릭,010120,2020,Q2,2020-08-14,56100,55000,-0.0196,up,false,PN
LS일렉트릭,010120,2020,Q3,2020-11-16,55200,59800,0.0833,down,false,NN
LS일렉트릭,010120,2020,Q4,2021-03-19,59000,55200,-0.0644,up,false,PN
LS일렉트릭,010120,2021,Q1,2021-05-17,55300,64300,0.1627,up,true,PP
LS일렉트릭,010120,2021,Q3,2021-11-15,60600,46500,-0.2327,up,false,PN
LS일렉트릭,010120,2021,Q4,2022-03-18,46000,49500,0.0761,up,true,PP
LS일렉트릭,010120,2022,Q2,2022-08-16,59500,54100,-0.0908,up,false,PN
LS일렉트릭,010120,2022,Q3,2022-11-14,54200,55500,0.024,up,true,PP
LS일렉트릭,010120,2022,Q4,2023-03-20,55500,63900,0.1514,up,true,PP
LS일렉트릭,010120,2023,Q1,2023-05-15,63600,100300,0.577,up,true,PP
LS일렉트릭,010120,2023,Q2,2023-08-14,99800,64900,-0.3497,up,false,PN
LS일렉트릭,010120,2023,Q3,2023-11-14,65600,81100,0.2363,down,false,NN
LS일렉트릭,010120,2023,Q4,2024-03-13,81100,173200,1.1356,up,true,PP
LS일렉트릭,010120,2024,Q1,2024-05-14,173500,168300,-0.03,up,false,PN
LS일렉트릭,010120,2024,Q2,2024-08-14,172500,141300,-0.1809,up,false,PN
LS일렉트릭,010120,2024,Q3,2024-11-14,142300,206500,0.4512,down,false,NN
현대상선,011200,2016,Q1,2016-05-16,10123,6101,-0.3973,down,true,NP
현대상선,011200,2016,Q2,2016-08-12,6101,7439,0.2193,down,false,NN
현대상선,011200,2016,Q3,2016-11-14,7403,7421,0.0024,down,false,NN
현대상선,011200,2017,Q2,2017-08-11,7046,6050,-0.1414,up,false,PN
현대상선,011200,2017,Q3,2017-11-14,6060,4375,-0.2781,down,true,NP
현대상선,011200,2017,Q4,2018-04-02,4375,6180,0.4126,up,true,PP
현대상선,011200,2018,Q1,2018-05-15,6260,4660,-0.2556,up,false,PN
현대상선,011200,2018,Q2,2018-08-14,4665,3975,-0.1479,up,false,PN
현대상선,011200,2018,Q3,2018-11-14,4005,3640,-0.0911,down,true,NP
현대상선,011200,2018,Q4,2019-04-01,3660,3625,-0.0096,down,true,NP
현대상선,011200,2019,Q2,2019-08-14,3210,3395,0.0576,up,true,PP
현대상선,011200,2019,Q3,2019-11-14,3370,2665,-0.2092,down,true,NP
HMM,011200,2020,Q1,2020-05-15,3725,6650,0.7852,up,true,PP
HMM,011200,2020,Q2,2020-08-14,6660,14350,1.1547,up,true,PP
HMM,011200,2020,Q3,2020-11-13,14400,22400,0.5556,down,false,NN
HMM,011200,2020,Q4,2021-03-18,22600,44450,0.9668,down,false,NN
HMM,011200,2021,Q1,2021-05-14,45900,40650,-0.1144,up,false,PN
HMM,011200,2021,Q2,2021-08-13,41250,27450,-0.3345,down,true,NP
HMM,011200,2021,Q3,2021-11-12,27650,33950,0.2278,up,true,PP
HMM,011200,2021,Q4,2022-03-21,34000,30800,-0.0941,up,false,PN
HMM,011200,2022,Q1,2022-05-13,31250,25150,-0.1952,up,false,PN
HMM,011200,2022,Q3,2022-11-09,20750,20300,-0.0217,up,false,PN
HMM,011200,2022,Q4,2023-03-23,20300,19680,-0.0305,down,true,NP
HMM,011200,2023,Q1,2023-05-15,19510,17300,-0.1133,up,false,PN
HMM,011200,2023,Q2,2023-08-10,17250,16390,-0.0499,up,false,PN
HMM,011200,2023,Q3,2023-11-10,16220,15680,-0.0333,up,false,PN
HMM,011200,2023,Q4,2024-03-20,15790,18560,0.1754,down,false,NN
HMM,011200,2024,Q1,2024-05-14,18560,17570,-0.0533,up,false,PN
HMM,011200,2024,Q2,2024-08-13,17570,16020,-0.0882,up,false,PN
HMM,011200,2024,Q3,2024-11-13,15830,20850,0.3171,down,false,NN
한국단자,025540,2017,Q2,2017-08-14,71100,72100,0.0141,down,false,NN
한국단자,025540,2020,Q4,2021-03-11,72000,83600,0.1611,up,true,PP
한국단자,025540,2021,Q1,2021-05-17,83100,90700,0.0915,up,true,PP
한국단자,025540,2021,Q2,2021-08-13,91600,70000,-0.2358,up,false,PN
한국단자,025540,2021,Q4,2022-03-17,57900,65500,0.1313,down,false,NN
한국단자,025540,2023,Q1,2023-05-15,66400,56800,-0.1446,down,true,NP
한국단자,025540,2023,Q2,2023-08-14,57400,69800,0.216,down,false,NN
한국단자,025540,2023,Q3,2023-11-14,69700,63000,-0.0961,down,true,NP
한국단자,025540,2023,Q4,2024-03-21,63000,62200,-0.0127,down,true,NP
한국단자,025540,2024,Q1,2024-05-16,62200,63400,0.0193,down,false,NN
한국단자,025540,2024,Q2,2024-08-14,63800,74500,0.1677,down,false,NN
한국단자,025540,2024,Q3,2024-11-14,75300,67300,-0.1062,up,false,PN
포스코대우,047050,2016,Q1,2016-05-16,23650,22350,-0.055,up,false,PN
포스코대우,047050,2016,Q2,2016-08-12,22700,23900,0.0529,up,true,PP
포스코대우,047050,2016,Q3,2016-11-10,24500,22700,-0.0735,up,false,PN
포스코대우,047050,2016,Q4,2017-03-31,23200,23600,0.0172,up,true,PP
포스코대우,047050,2017,Q1,2017-05-15,23600,22900,-0.0297,up,false,PN
포스코대우,047050,2017,Q2,2017-08-14,23150,19600,-0.1533,down,true,NP
포스코대우,047050,2017,Q3,2017-11-14,19650,22950,0.1679,down,false,NN
포스코대우,047050,2017,Q4,2018-03-30,23150,25250,0.0907,down,false,NN
포스코대우,047050,2018,Q1,2018-05-15,26200,17700,-0.3244,down,true,NP
포스코대우,047050,2018,Q2,2018-08-14,17800,19550,0.0983,down,false,NN
포스코대우,047050,2018,Q3,2018-11-14,19300,17750,-0.0803,up,false,PN
포스코인터내셔널,047050,2018,Q4,2019-04-01,17900,17350,-0.0307,up,false,PN
포스코인터내셔널,047050,2019,Q1,2019-05-15,17350,17450,0.0058,up,true,PP
포스코인터내셔널,047050,2019,Q2,2019-08-14,17650,18850,0.068,up,true,PP
포스코인터내셔널,047050,2019,Q3,2019-11-14,18900,10800,-0.4286,up,false,PN
포스코인터내셔널,047050,2019,Q4,2020-03-30,10350,13650,0.3188,down,false,NN
포스코인터내셔널,047050,2020,Q1,2020-05-15,13850,14600,0.0542,up,true,PP
포스코인터내셔널,047050,2020,Q3,2020-11-16,14100,21500,0.5248,up,true,PP
포스코인터내셔널,047050,2020,Q4,2021-03-05,21000,21250,0.0119,down,false,NN
포스코인터내셔널,047050,2021,Q1,2021-05-14,21800,23800,0.0917,up,true,PP
포스코인터내셔널,047050,2021,Q2,2021-08-13,24100,19950,-0.1722,up,false,PN
포스코인터내셔널,047050,2021,Q3,2021-11-12,19950,21950,0.1003,down,false,NN
포스코인터내셔널,047050,2021,Q4,2022-03-14,21950,23350,0.0638,down,false,NN
포스코인터내셔널,047050,2022,Q1,2022-05-13,23600,24650,0.0445,up,true,PP
포스코인터내셔널,047050,2022,Q2,2022-08-16,24350,22800,-0.0637,up,false,PN
포스코인터내셔널,047050,2022,Q3,2022-11-14,22650,22100,-0.0243,down,true,NP
포스코인터내셔널,047050,2022,Q4,2023-03-10,21700,27050,0.2465,up,true,PP
포스코인터내셔널,047050,2023,Q1,2023-05-15,27450,91000,2.3151,up,true,PP
포스코인터내셔널,047050,2023,Q2,2023-08-11,92700,58100,-0.3732,down,true,NP
포스코인터내셔널,047050,2023,Q3,2023-11-14,58600,60400,0.0307,up,true,PP
포스코인터내셔널,047050,2023,Q4,2024-03-15,59900,46500,-0.2237,up,false,PN
포스코인터내셔널,047050,2024,Q1,2024-05-16,47100,49600,0.0531,up,true,PP
포스코인터내셔널,047050,2024,Q2,2024-08-14,50600,47500,-0.0613,down,true,NP
포스코인터내셔널,047050,2024,Q3,2024-11-14,47550,57000,0.1987,down,false,NN
한국항공우주,047810,2016,Q1,2016-05-16,64800,80900,0.2485,down,false,NN
한국항공우주,047810,2016,Q2,2016-08-16,80800,69500,-0.1399,down,true,NP
한국항공우주,047810,2016,Q3,2016-11-14,69100,56600,-0.1809,down,true,NP
한국항공우주,047810,2016,Q4,2017-03-31,57200,63900,0.1171,up,true,PP
한국항공우주,047810,2017,Q1,2017-05-15,64100,38650,-0.397,down,true,NP
한국항공우주,047810,2017,Q2,2017-08-14,38200,50500,0.322,down,false,NN
한국항공우주,047810,2017,Q3,2017-11-14,50100,49950,-0.003,up,false,PN
한국항공우주,047810,2018,Q1,2018-05-15,43400,37850,-0.1279,down,true,NP
한국항공우주,047810,2018,Q2,2018-08-14,38050,32000,-0.159,down,true,NP
한국항공우주,047810,2018,Q3,2018-11-14,32150,35350,0.0995,up,true,PP
한국항공우주,047810,2018,Q4,2019-04-01,35200,30600,-0.1307,up,false,PN
한국항공우주,047810,2019,Q1,2019-05-15,30700,38300,0.2476,up,true,PP
한국항공우주,047810,2019,Q2,2019-08-14,38500,37750,-0.0195,up,false,PN
한국항공우주,047810,2019,Q4,2020-03-30,20250,23400,0.1556,down,false,NN
한국항공우주,047810,2020,Q1,2020-05-15,23450,24950,0.064,up,true,PP
한국항공우주,047810,2020,Q2,2020-08-14,25000,23700,-0.052,up,false,PN
한국항공우주,047810,2020,Q3,2020-11-16,23850,36050,0.5115,up,true,PP
한국항공우주,047810,2020,Q4,2021-03-17,36300,31250,-0.1391,up,false,PN
한국항공우주,047810,2021,Q1,2021-05-17,31350,32450,0.0351,down,false,NN
한국항공우주,047810,2021,Q2,2021-08-17,32600,29650,-0.0905,down,true,NP
한국항공우주,047810,2021,Q3,2021-11-15,30300,39850,0.3152,up,true,PP
한국항공우주,047810,2021,Q4,2022-03-22,39850,47300,0.187,up,true,PP
한국항공우주,047810,2022,Q1,2022-05-16,48050,55500,0.155,up,true,PP
한국항공우주,047810,2022,Q2,2022-08-16,56100,48300,-0.139,up,false,PN
한국항공우주,047810,2022,Q3,2022-11-14,48300,43650,-0.0963,up,false,PN
한국항공우주,047810,2022,Q4,2023-03-21,44250,52000,0.1751,up,true,PP
한국항공우주,047810,2023,Q1,2023-05-15,50100,49300,-0.016,down,true,NP
한국항공우주,047810,2023,Q2,2023-08-14,49300,45600,-0.0751,up,false,PN
한국항공우주,047810,2023,Q3,2023-11-14,45800,50100,0.0939,down,false,NN
한국항공우주,047810,2023,Q4,2024-03-20,50600,54500,0.0771,up,true,PP
한국항공우주,047810,2024,Q1,2024-05-16,54900,55900,0.0182,up,true,PP
한국항공우주,047810,2024,Q2,2024-08-14,56500,66200,0.1717,up,true,PP
한국항공우주,047810,2024,Q3,2024-11-14,67000,95000,0.4179,up,true,PP
한전KPS,051600,2016,Q1,2016-05-16,73800,71000,-0.0379,down,true,NP
한전KPS,051600,2016,Q4,2017-03-31,62700,56000,-0.1069,down,true,NP
한전KPS,051600,2017,Q3,2017-11-14,39250,45500,0.1592,down,false,NN
한전KPS,051600,2017,Q4,2018-04-02,45500,44000,-0.033,up,false,PN
한전KPS,051600,2018,Q2,2018-08-14,35750,27700,-0.2252,up,false,PN
한전KPS,051600,2018,Q4,2019-04-01,34750,34050,-0.0201,down,true,NP
한전KPS,051600,2019,Q1,2019-05-15,34050,30950,-0.091,up,false,PN
한전KPS,051600,2019,Q2,2019-08-14,31000,32950,0.0629,up,true,PP
한전KPS,051600,2019,Q3,2019-11-14,32950,30000,-0.0895,up,false,PN
한전KPS,051600,2019,Q4,2020-03-30,28400,31200,0.0986,down,false,NN
한전KPS,051600,2020,Q1,2020-05-15,31300,31000,-0.0096,up,false,PN
한전KPS,051600,2020,Q2,2020-08-14,30800,29200,-0.0519,up,false,PN
한전KPS,051600,2020,Q3,2020-11-16,29200,28800,-0.0137,up,false,PN
한전KPS,051600,2020,Q4,2021-03-19,28400,38700,0.3627,down,false,NN
한전KPS,051600,2021,Q1,2021-05-17,39200,39950,0.0191,up,true,PP
한전KPS,051600,2021,Q2,2021-08-17,39950,44400,0.1114,up,true,PP
한전KPS,051600,2021,Q3,2021-11-15,44800,42200,-0.058,up,false,PN
한전KPS,051600,2021,Q4,2022-03-21,42400,36800,-0.1321,up,false,PN
한전KPS,051600,2022,Q1,2022-05-16,37050,41800,0.1282,down,false,NN
한전KPS,051600,2022,Q2,2022-08-16,42000,34350,-0.1821,up,false,PN
한전KPS,051600,2022,Q3,2022-11-14,34400,36850,0.0712,up,true,PP
한전KPS,051600,2023,Q2,2023-08-14,33950,34000,0.0015,up,true,PP
한전KPS,051600,2023,Q4,2024-03-20,36200,36100,-0.0028,down,true,NP
한전KPS,051600,2024,Q1,2024-05-14,36150,41500,0.148,up,true,PP
한전KPS,051600,2024,Q2,2024-08-14,41750,43750,0.0479,up,true,PP
한전KPS,051600,2024,Q3,2024-11-14,43750,43500,-0.0057,up,false,PN
현대글로비스,086280,2016,Q2,2016-08-16,84283,78781,-0.0653,down,true,NP
현대글로비스,086280,2016,Q3,2016-11-14,79031,73779,-0.0665,up,false,PN
현대글로비스,086280,2016,Q4,2017-03-31,73529,76530,0.0408,down,false,NN
현대글로비스,086280,2017,Q1,2017-05-15,77030,83032,0.0779,up,true,PP
현대글로비스,086280,2017,Q2,2017-08-14,83782,75529,-0.0985,down,true,NP
현대글로비스,086280,2017,Q3,2017-11-14,75279,78781,0.0465,up,true,PP
현대글로비스,086280,2017,Q4,2018-03-28,79281,84533,0.0662,down,false,NN
현대글로비스,086280,2018,Q1,2018-04-30,84533,64275,-0.2396,up,false,PN
현대글로비스,086280,2018,Q2,2018-08-14,64274,59523,-0.0739,down,true,NP
현대글로비스,086280,2018,Q3,2018-11-14,60023,64275,0.0708,down,false,NN
