,code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,이자수익,영업비용
12,18260,Samsung_SDS,IT_Service,2018,Q4,3860862108168.0,2317241067064.0,6178103175232.0,912977182323.0,94477770715.0,1007454953038.0,38688900000.0,3970871146845.0,5170648222194.0,1388981038489.0,193743283528.0,190331683913.0,127282956936.0,127282956936.0,,,
13,18260,Samsung_SDS,IT_Service,2019,Q1,3897292394046.0,2558285796875.0,6455578190921.0,1033687731860.0,281785051252.0,1315472783112.0,38688900000.0,3941335026519.0,5140105407809.0,1247593005271.0,147843562820.0,179820053343.0,125164251674.0,125164251674.0,,,
14,18260,Samsung_SDS,IT_Service,2019,Q2,3884953039307.0,2595491327429.0,6480444366736.0,891580179094.0,303996796351.0,1195576975445.0,38688900000.0,4089543251346.0,5284867391291.0,1363252251957.0,186466941424.0,201722595366.0,148208224827.0,148208224827.0,,,
15,18260,Samsung_SDS,IT_Service,2019,Q3,4029308815908.0,2552188685185.0,6581497501093.0,893631151042.0,317079532133.0,1210710683175.0,38688900000.0,4176335849095.0,5370786817918.0,1207909038288.0,132294839699.0,121315727970.0,86792597749.0,86792597749.0,,,
16,18260,Samsung_SDS,IT_Service,2019,Q4,4058701291039.0,2517832665449.0,6576533956488.0,844606773842.0,249064720091.0,1093671493933.0,38688900000.0,4336995616953.0,5482862462555.0,1277404192014.0,225069164461.0,195246985878.0,160659767858.0,160659767858.0,,,
17,18260,Samsung_SDS,IT_Service,2020,Q1,3974795583090.0,2489151953048.0,6463947536138.0,965525025532.0,256422827861.0,1221947853393.0,38688900000.0,4096177093178.0,5241999682745.0,1116291328782.0,129790397302.0,157674700848.0,-55178077375.0,-55178077375.0,,,
18,18260,Samsung_SDS,IT_Service,2020,Q2,3804117355378.0,2492931422864.0,6297048778242.0,774820411345.0,187296257940.0,962116669285.0,38688900000.0,4190888477960.0,5334932108957.0,1113191164783.0,122324013689.0,130667845778.0,94711384782.0,94711384782.0,,,
19,18260,Samsung_SDS,IT_Service,2020,Q3,3905497575397.0,2483209485612.0,6388707061009.0,763590755114.0,183457503905.0,947048259019.0,38688900000.0,4297263214795.0,5441658801990.0,1131170116612.0,138932342853.0,142661325371.0,106374736835.0,106374736835.0,,,
20,18260,Samsung_SDS,IT_Service,2020,Q4,4021621788887.0,2488539129798.0,6510160918685.0,803493018170.0,189907093949.0,993400112119.0,38688900000.0,4417947541517.0,5516760806566.0,1188774462067.0,191070653574.0,182642908443.0,120684326722.0,120684326722.0,,,
21,18260,Samsung_SDS,IT_Service,2021,Q1,4194060813091.0,2508633922052.0,6702694735143.0,1026494962029.0,234976618041.0,1261471580070.0,38688900000.0,4344098986158.0,5441223155073.0,1216257388111.0,143135755068.0,153082590196.0,111791891041.0,111791891041.0,,,
22,18260,Samsung_SDS,IT_Service,2021,Q2,4123725010710.0,2569533189172.0,6693258199882.0,930955342219.0,231378193065.0,1162333535284.0,38688900000.0,4437995716990.0,5530924664598.0,1210102600389.0,125130862152.0,128404900867.0,93896730832.0,93896730832.0,,,
23,18260,Samsung_SDS,IT_Service,2021,Q3,4157766564646.0,2577530516569.0,6735297081215.0,885560677838.0,225791655352.0,1111352333190.0,38688900000.0,4532261526386.0,5623944748025.0,1229291219977.0,111693052521.0,130033852677.0,94265809396.0,94265809396.0,,,
24,18260,Samsung_SDS,IT_Service,2021,Q4,4152700905521.0,2698229150015.0,6850930055536.0,970445281046.0,265835841338.0,1236281122384.0,38688900000.0,4559905735796.0,5614648933152.0,1330061485828.0,26774629720.0,41788582964.0,27644209410.0,27644209410.0,,,
25,18260,Samsung_SDS,IT_Service,2022,Q1,4182554307171.0,2698103890394.0,6880658197565.0,1091838821560.0,242658406092.0,1334497227652.0,38688900000.0,4494811952566.0,5546160969913.0,1283994438672.0,116315523061.0,161217405552.0,120546663170.0,120546663170.0,,,
26,18260,Samsung_SDS,IT_Service,2022,Q2,4077664062656.0,2976541293021.0,7054205355677.0,999036768944.0,412355946396.0,1411392715340.0,38688900000.0,4597653386366.0,5642812640337.0,1312845406088.0,103898920286.0,140932441661.0,102841433800.0,102841433800.0,,,
27,18260,Samsung_SDS,IT_Service,2022,Q3,4380973677621.0,3147829072537.0,7528802750158.0,1123558228617.0,497517129606.0,1621075358223.0,38688900000.0,4865286579503.0,5907727391935.0,1294439292585.0,29007119030.0,140891221678.0,267633193137.0,267633193137.0,,,
28,18260,Samsung_SDS,IT_Service,2022,Q4,4094239955950.0,3534659478278.0,7628899434228.0,1067177194193.0,547040545663.0,1614217739856.0,38688900000.0,4904410876677.0,6014681694372.0,1283274980180.0,46931936877.0,39272730525.0,39124297174.0,39124297174.0,,,
29,18260,Samsung_SDS,IT_Service,2023,Q1,4009025441477.0,3508085431242.0,7517110872719.0,1125113316286.0,518651232211.0,1643764548497.0,38688900000.0,4767601365857.0,5873346324222.0,1237458395228.0,70307061953.0,146188230318.0,110711084380.0,110711084380.0,,,
30,18260,Samsung_SDS,IT_Service,2023,Q2,3781344458031.0,3570647488504.0,7351991946535.0,897058190780.0,509364210291.0,1406422401071.0,38688900000.0,4846597270456.0,5945569545464.0,1278814996698.0,78413353276.0,100618998278.0,78995904599.0,78995904599.0,,,
31,18260,Samsung_SDS,IT_Service,2023,Q3,3823403185335.0,3538361354469.0,7361764539804.0,862012208806.0,472111370089.0,1334123578895.0,38688900000.0,4932203954751.0,6027640960909.0,1272257068479.0,79771881768.0,104883691544.0,85606684295.0,85606684295.0,82071415445.0,,
32,18260,Samsung_SDS,IT_Service,2023,Q4,3956739154665.0,3703703888090.0,7660443042755.0,1079973421261.0,452487775276.0,1532461196537.0,38688900000.0,5066399096039.0,6127981846218.0,1378308497885.0,122699945733.0,174676395560.0,134195141288.0,134195141288.0,278749331601.0,,
33,18260,Samsung_SDS,IT_Service,2024,Q1,3920413884220.0,3716165360607.0,7636579244827.0,1141679224143.0,445874411817.0,1587553635960.0,38688900000.0,4988853363438.0,6049025608867.0,1334450299102.0,123563161221.0,170666359466.0,131299769599.0,131299769599.0,129889264849.0,,
34,18260,Samsung_SDS,IT_Service,2024,Q2,3804733096707.0,3723428981260.0,7528162077967.0,953107183980.0,418933064326.0,1372040248306.0,38688900000.0,5100909792296.0,6156121829661.0,1324375479411.0,110935345647.0,147118417625.0,112056428858.0,112056428858.0,107096220794.0,,
35,18260,Samsung_SDS,IT_Service,2024,Q3,4559433679533.0,3680052896961.0,8239486576494.0,921219657349.0,414519453592.0,1335739110941.0,38688900000.0,5850510332537.0,6903747465553.0,1386198376815.0,142591276503.0,789553314810.0,749600540241.0,749600540241.0,747625635892.0,,
0,35420,NAVER,IT_Service,2015,Q4,1804796316000.0,1578921333000.0,3383717649000.0,739150464000.0,268850850000.0,1008001314000.0,,3293691504000.0,2375716335000.0,2141274744000.0,826491298000.0,848500733000.0,642595653000.0,642595653000.0,,,
1,35420,NAVER,IT_Service,2016,Q1,1897990687929.0,1614012329027.0,3512003016956.0,767094452948.0,274013810080.0,1041108263028.0,,3430502479852.0,2470894753928.0,585662496422.0,215673136962.0,221261029580.0,168941665173.0,168941665173.0,,,
2,35420,NAVER,IT_Service,2016,Q2,2007982299612.0,1713726700164.0,3721708999776.0,786773415981.0,279450901913.0,1066224317894.0,,3614329821405.0,2655484681882.0,615622300819.0,234357522016.0,241146490185.0,183827341553.0,183827341553.0,,,
3,35420,NAVER,IT_Service,2016,Q3,2112042671250.0,1737308004718.0,3849350675968.0,719042284712.0,284731299165.0,1003773583877.0,,3806788349546.0,2845577092091.0,616505707268.0,238976518021.0,249001620404.0,192458528141.0,192458528141.0,,,
4,35420,NAVER,IT_Service,2016,Q4,2108036835289.0,1748453838642.0,3856490673931.0,875568258127.0,271506512177.0,1147074770304.0,,3925393924603.0,2709415903627.0,678707812710.0,279343730580.0,198316289561.0,106588404539.0,106588404539.0,,,
5,35420,NAVER,IT_Service,2017,Q1,2242572479758.0,1805940773478.0,4048513253236.0,887506009686.0,272140387726.0,1159646397412.0,,4105822038527.0,2888866855824.0,678909041526.0,271339474575.0,282853558794.0,213009298027.0,213009298027.0,,,
6,35420,NAVER,IT_Service,2017,Q2,2205390342801.0,2503416273252.0,4708806616053.0,897723505080.0,266298340153.0,1164021845233.0,,4317473892071.0,3544784770820.0,709482369690.0,288335667591.0,290306641526.0,211651853544.0,211651853544.0,,,
7,35420,NAVER,IT_Service,2017,Q3,2264782790822.0,2726578425910.0,4991361216732.0,1004090261640.0,272780255478.0,1276870517118.0,16481339500.0,4538152216708.0,3714490699614.0,746424800067.0,300659096293.0,294072316758.0,220678324637.0,220678324637.0,,,
8,35420,NAVER,IT_Service,2017,Q4,2629855599793.0,2712498982568.0,5342354582361.0,1266827512521.0,141666445169.0,1408493957690.0,16481339500.0,4733331885906.0,3933860624671.0,795845113579.0,317903234266.0,295765508722.0,204072876500.0,204072876500.0,,,
9,35420,NAVER,IT_Service,2018,Q1,2439076765190.0,3045029493820.0,5484106259010.0,1408137243965.0,148279797474.0,1556417041439.0,16481339500.0,4958329312844.0,3927689217571.0,810608965754.0,293754930681.0,282571091105.0,212287025082.0,212287025082.0,,,
10,35420,NAVER,IT_Service,2018,Q2,2413355538912.0,3148443887907.0,5561799426819.0,1231146762221.0,165594876228.0,1396741638449.0,16481339500.0,5212662965365.0,4165057788370.0,861041232794.0,310044929827.0,338679276191.0,254333652521.0,254333652521.0,,,
11,35420,NAVER,IT_Service,2018,Q3,1504451517780.0,4621516527339.0,6125968045119.0,1591968410149.0,171146402038.0,1763114812187.0,16481339500.0,5401008636485.0,4362853232932.0,855395539155.0,314848342441.0,267470433784.0,188345671120.0,188345671120.0,,,
12,35420,NAVER,IT_Service,2018,Q4,1226980759079.0,4701611694177.0,5928592453256.0,1210779989603.0,160930619841.0,1371710609444.0,16481339500.0,5655540684179.0,4556881843812.0,931968304842.0,344900750180.0,334748997376.0,245456410868.0,245456410868.0,,,
13,35420,NAVER,IT_Service,2019,Q1,1361197714429.0,4997563441600.0,6358761156029.0,1471783972949.0,185936456596.0,1657720429545.0,16481339500.0,5866774216644.0,4701040726484.0,912618127338.0,340687335754.0,354478137935.0,257173889072.0,257173889072.0,,,
14,35420,NAVER,IT_Service,2019,Q2,1435182506798.0,5173832960160.0,6609015466958.0,1407383253217.0,195166077721.0,1602549330938.0,16481339500.0,6156048222443.0,5006466136020.0,1000175886277.0,349010568452.0,357175684975.0,278935286566.0,278935286566.0,,,
15,35420,NAVER,IT_Service,2019,Q3,1468746653175.0,5446104444733.0,6914851097908.0,1419144022432.0,201624064121.0,1620768086553.0,16481339500.0,6466832783643.0,5294083011355.0,996224433926.0,342673575101.0,420888855323.0,310784330770.0,310784330770.0,,,
16,35420,NAVER,IT_Service,2019,Q4,880761992755.0,5790825341027.0,6671587333782.0,908932799608.0,233107661265.0,1142040460873.0,16481339500.0,6699190676516.0,5529546872909.0,990994848092.0,361440515119.0,408953390892.0,245631036730.0,245631036730.0,,,
17,35420,NAVER,IT_Service,2020,Q1,1044023184863.0,5950738333483.0,6994761518346.0,1049880194444.0,237391509130.0,1287271703574.0,16481339500.0,6931808804293.0,5707489814772.0,917960548836.0,325456163738.0,446383227687.0,327064990926.0,327064990926.0,,,
18,35420,NAVER,IT_Service,2020,Q2,912220782543.0,6293486279418.0,7205707061961.0,917090354651.0,242704930705.0,1159795285356.0,16481339500.0,7188030314472.0,6045911776605.0,993666897855.0,362134740078.0,345931411480.0,253778572169.0,253778572169.0,,,
19,35420,NAVER,IT_Service,2020,Q3,1685605993665.0,6030475567454.0,7716081561119.0,1023388129964.0,247563826309.0,1270951956273.0,16481339500.0,7490674971301.0,6445129604846.0,1056140023533.0,366854647610.0,414380840584.0,302306038339.0,302306038339.0,,,
20,35420,NAVER,IT_Service,2020,Q4,958002631668.0,7865547902079.0,8823550533747.0,1269469278464.0,291954758846.0,1561424037310.0,16481339500.0,7803526568981.0,7262126496437.0,1158861842360.0,386368180454.0,453608434354.0,313774942151.0,313774942151.0,,,
21,35420,NAVER,IT_Service,2021,Q1,2089381151171.0,8682741353081.0,10772122504252.0,1435297586574.0,1525012011267.0,2960309597841.0,16481339500.0,8043778530818.0,7811812906411.0,1135807817998.0,371993340033.0,410709576178.0,299530493907.0,299530493907.0,,,
22,35420,NAVER,IT_Service,2021,Q2,1546778354143.0,9950165104904.0,11496943459047.0,1180211030741.0,1891368800922.0,3071579831663.0,16481339500.0,8440741404783.0,8425363627384.0,1245246437407.0,379306593349.0,485614592768.0,373746273157.0,373746273157.0,,,
23,35420,NAVER,IT_Service,2021,Q3,1349025617142.0,10729440210456.0,12078465827598.0,1264659017601.0,1935663429652.0,3200322447253.0,16481339500.0,8872875842468.0,8878143380345.0,1264534001915.0,398360266811.0,591530960379.0,438184683856.0,438184683856.0,,,
24,35420,NAVER,IT_Service,2021,Q4,1779773191131.0,11182647374778.0,12962420565909.0,1334494719909.0,2295467194248.0,3629961914157.0,16481339500.0,9257464912758.0,9332458651752.0,1373079037054.0,409068580086.0,601492334428.0,413293559041.0,413293559041.0,,,
25,35420,NAVER,IT_Service,2022,Q1,1954057321854.0,11700691980770.0,13654749302624.0,1473089835446.0,2311974857180.0,3785064692626.0,16481339500.0,9780034117190.0,9869684609998.0,1308433804251.0,360568832190.0,728201598795.0,598860970437.0,598860970437.0,,,
26,35420,NAVER,IT_Service,2022,Q2,1633700615484.0,12074059617835.0,13707760233319.0,1163742478903.0,2742862478187.0,3906604957090.0,16481339500.0,10052577549178.0,9801155276229.0,1397172361737.0,396428297609.0,326183624422.0,258852084891.0,258852084891.0,,,
27,35420,NAVER,IT_Service,2022,Q3,1711031253253.0,12289602783674.0,14000634036927.0,920662777390.0,2869822757056.0,3790485534446.0,16481339500.0,10463420590218.0,10210148502481.0,1380113917971.0,421970470692.0,593901660652.0,458531401270.0,458531401270.0,,,
28,35420,NAVER,IT_Service,2022,Q4,2030745992891.0,11873096861351.0,13903842854242.0,1503357999615.0,2550665041160.0,4054023040775.0,16481339500.0,10098890207847.0,9849819813467.0,1426866238346.0,374827247608.0,-81565645543.0,-224086848742.0,-224086848742.0,,,
29,35420,NAVER,IT_Service,2023,Q1,1700451024954.0,13304475689487.0,15004926714441.0,2033944337543.0,2836575700664.0,4870520038207.0,16481339500.0,10357428497351.0,10134406676234.0,1335376127710.0,390722281672.0,338926828659.0,261771634267.0,261771634267.0,,,
30,35420,NAVER,IT_Service,2023,Q2,1443498946546.0,13605878195254.0,15049377141800.0,1635414466296.0,2826255827444.0,4461670293740.0,16481339500.0,10782664239578.0,10587706848060.0,1416485379695.0,432476396149.0,539623612450.0,411029588821.0,411029588821.0,,,
31,35420,NAVER,IT_Service,2023,Q3,1659723268582.0,13754604376475.0,15414327645057.0,2124374266050.0,2330976268537.0,4455350534587.0,16481339500.0,11166118215271.0,10958977110470.0,1407456970299.0,448043662872.0,579429486476.0,439525836117.0,439525836117.0,383253428287.0,,
32,35420,NAVER,IT_Service,2023,Q4,1760970079780.0,13719021368915.0,15479991448695.0,1730888911821.0,2298276495744.0,4029165407565.0,16481339500.0,11379610436159.0,11450826041130.0,1450480528179.0,441963027674.0,474412638687.0,301985788727.0,301985788727.0,1105765158847.0,30427335760.0,3896593637516.0
33,35420,NAVER,IT_Service,2024,Q1,2500948235738.0,13453865756237.0,15954813991975.0,1656838680540.0,2727337763385.0,4384176443925.0,16481339500.0,11484834724856.0,11570637548050.0,1421596446158.0,406527250444.0,295736062085.0,224372494367.0,224372494367.0,197531845719.0,11923794455.0,1015069195714.0
34,35420,NAVER,IT_Service,2024,Q2,2577105561154.0,13437070589003.0,16014176150157.0,1471024900811.0,2747692404155.0,4218717304966.0,16481339500.0,11782045357200.0,11795458845191.0,1517039958445.0,497257972991.0,402333772386.0,298412046246.0,298412046246.0,197734240795.0,17667629477.0,1019781985454.0
35,35420,NAVER,IT_Service,2024,Q3,3725050191267.0,13460832692259.0,17185882883526.0,1549904843054.0,2715942710024.0,4265847553078.0,16481339500.0,12717425365940.0,12920035330448.0,1547965405420.0,472055585744.0,1214912582881.0,1057691561343.0,1057691561343.0,1091390170776.0,20074635826.0,1075909819676.0
0,35720,Kakao,IT_Service,2015,Q4,718533480124.0,2398530549067.0,3117064029191.0,265747121960.0,276435242355.0,542182364315.0,,262085544550.0,2574881664876.0,862085190602.0,120590601375.0,101204258334.0,72897764237.0,72897764237.0,,,
1,35720,Kakao,IT_Service,2016,Q1,605890831579.0,4302455420691.0,4908346252270.0,1202570987032.0,351836084384.0,1554407071416.0,,275403793089.0,3353939180854.0,203027033244.0,29957805104.0,30406988461.0,23353428839.0,23353428839.0,,,
2,35720,Kakao,IT_Service,2016,Q2,425410449375.0,4320304634473.0,4745715083848.0,541631832757.0,846564356259.0,1388196189016.0,,278560465327.0,3357518894832.0,206774281275.0,15104679818.0,7784455697.0,3156672238.0,3156672238.0,,,
3,35720,Kakao,IT_Service,2016,Q3,413120071658.0,4320528919937.0,4733648991595.0,522909772111.0,851016738699.0,1373926510810.0,,280240956826.0,3359722480785.0,,10460402430.0,1580402110.0,1680491499.0,1680491499.0,,,
4,35720,Kakao,IT_Service,2016,Q4,511066507579.0,4318230482255.0,4829296989834.0,611661868833.0,842477212630.0,1454139081463.0,,290221821390.0,3375157908371.0,451404097590.0,15471617409.0,12852860059.0,9980864564.0,9980864564.0,,,
5,35720,Kakao,IT_Service,2017,Q1,493467178215.0,4345826037094.0,4839293215309.0,556632441838.0,840911675462.0,1397544117300.0,,355623404646.0,3441749098009.0,225888837172.0,16491972428.0,26497010425.0,75407941252.0,75407941252.0,,,
6,35720,Kakao,IT_Service,2017,Q2,519001568698.0,4343701731416.0,4862703300114.0,768570800825.0,642516061909.0,1411086862734.0,,364211601044.0,3451616437380.0,244544809224.0,27592753365.0,19278286597.0,8588196398.0,8588196398.0,,,
7,35720,Kakao,IT_Service,2017,Q3,870912948793.0,4404419570381.0,5275332519174.0,972056727560.0,640879171504.0,1612935899064.0,33969549500.0,569090700099.0,3662396620110.0,257994032971.0,29554917505.0,265704836733.0,204879099055.0,204879099055.0,,,
8,35720,Kakao,IT_Service,2017,Q4,632508485022.0,4324369371075.0,4956877856097.0,948930789986.0,450237479800.0,1399168269786.0,34004263500.0,497769298138.0,3557709586311.0,,23911179551.0,-64054259123.0,-71321401961.0,-71321401961.0,,,
9,35720,Kakao,IT_Service,2018,Q1,1677008687082.0,4388836361500.0,6065845048582.0,1019727835134.0,391544576793.0,1411272411927.0,38186761000.0,544565041821.0,4654572636655.0,,16385627855.0,70076560133.0,53383847923.0,53383847923.0,,,
10,35720,Kakao,IT_Service,2018,Q2,1350857682723.0,4689080072690.0,6039937755413.0,1252990815453.0,95722189366.0,1348713004819.0,38192811000.0,588878666278.0,4691224750594.0,,29517978546.0,64119523486.0,44313624457.0,44313624457.0,,,
11,35720,Kakao,IT_Service,2018,Q3,1643770060958.0,4785124125127.0,6428894186085.0,1495276284607.0,190471148081.0,1685747432688.0,41742836500.0,582326876634.0,4743146753397.0,,35990455626.0,34267776047.0,-6551789644.0,-6551789644.0,,,
12,35720,Kakao,IT_Service,2018,Q4,1261479760000.0,4941359118843.0,6202838878843.0,1250705990145.0,200789638807.0,1451495628952.0,41743886500.0,579442074110.0,4751343249891.0,,40471993151.0,14201233470.0,-915302524.0,-915302524.0,,,
13,35720,Kakao,IT_Service,2019,Q1,1269433312536.0,5053845337299.0,6323278649835.0,1268220058988.0,289559696662.0,1557779755650.0,41748936500.0,590593627511.0,4765498894185.0,,34653646596.0,31638701237.0,21204147088.0,21204147088.0,,,
14,35720,Kakao,IT_Service,2019,Q2,1248371558153.0,5038011867921.0,6286383426074.0,1205493678715.0,281694648647.0,1487188327362.0,41779386500.0,616731060408.0,4799195098712.0,,45348379335.0,42680126147.0,26137432897.0,26137432897.0,,,
15,35720,Kakao,IT_Service,2019,Q3,1338938899176.0,5299963544923.0,6638902444099.0,1453534507717.0,270985649242.0,1724520156959.0,41984973000.0,687701621391.0,4914382287140.0,,49523957413.0,75540695806.0,66150160983.0,66150160983.0,,,
16,35720,Kakao,IT_Service,2019,Q4,1014030589420.0,5470330027390.0,6484360616810.0,1370950261505.0,255099527270.0,1626049788775.0,43161318000.0,314504187531.0,4858310828035.0,,66537941179.0,-380488593147.0,-373197433860.0,-373197433860.0,,,
17,35720,Kakao,IT_Service,2020,Q1,1169400072074.0,5370962596627.0,6540362668701.0,1283385428330.0,240143697266.0,1523529125596.0,43528587500.0,382753944926.0,5016833543105.0,,65445258553.0,83380687527.0,55725413873.0,55725413873.0,,,
18,35720,Kakao,IT_Service,2020,Q2,1198575346416.0,5476743982906.0,6675319329322.0,1091942166437.0,226746271026.0,1318688437463.0,43973079000.0,416872802873.0,5356630891859.0,,55720954931.0,50443744798.0,34118857947.0,34118857947.0,,,
19,35720,Kakao,IT_Service,2020,Q3,1315804166501.0,5681904032910.0,6997708199411.0,1206166382007.0,263610276188.0,1469776658195.0,44173909500.0,493934399631.0,5527931541216.0,,72385109600.0,89969628770.0,77061596758.0,77061596758.0,,,
20,35720,Kakao,IT_Service,2020,Q4,1782401903517.0,5563104581267.0,7345506484784.0,1436640086599.0,594790709830.0,2031430796429.0,44300999000.0,197780315443.0,5314075688355.0,,103104894144.0,-262294220873.0,-287322983130.0,-287322983130.0,-28069085870.0,,
21,35720,Kakao,IT_Service,2021,Q1,1871412923947.0,5689033695349.0,7560446619296.0,1401681220367.0,643193251008.0,2044874471375.0,44430930500.0,274852190153.0,5515572147921.0,,76721035223.0,98918827199.0,78604287253.0,78604287253.0,,,
22,35720,Kakao,IT_Service,2021,Q2,1746117921877.0,5937920078694.0,7684038000571.0,1318174042006.0,685820162613.0,2003994204619.0,44496023000.0,372971601581.0,5680043795952.0,,97324081172.0,108143939115.0,98169184281.0,98169184281.0,,,
23,35720,Kakao,IT_Service,2021,Q3,2413504533661.0,6287417847634.0,8700922381295.0,1719047066450.0,700616694998.0,2419663761448.0,44586132000.0,593426823688.0,6281258619847.0,,96465370036.0,164112872955.0,220455222107.0,220455222107.0,,,
24,35720,Kakao,IT_Service,2021,Q4,2412771566068.0,7616731297777.0,10029502863845.0,2318866853953.0,1171298508308.0,3490165362261.0,44640599000.0,687952355457.0,6539337501584.0,,126855810570.0,198857862323.0,105894928826.0,105894928826.0,677046563917.0,,
25,35720,Kakao,IT_Service,2022,Q1,2441129161565.0,9300466608356.0,11741595769921.0,2351185495150.0,1664157336288.0,4015342831438.0,44677040600.0,1824258691859.0,7726252938483.0,,123095775939.0,1527189793860.0,1144428789680.0,1144428789680.0,,,
26,35720,Kakao,IT_Service,2022,Q2,2178242605964.0,9602739208072.0,11780981814036.0,2214333522160.0,1809267467394.0,4023600989554.0,44544829100.0,1930482829891.0,7757380824482.0,,137029719556.0,136473750131.0,106224138032.0,106224138032.0,,,
27,35720,Kakao,IT_Service,2022,Q3,2420461237259.0,9601243681202.0,12021704918461.0,2406758766872.0,1796164619175.0,4202923386047.0,44582166100.0,2007389587470.0,7818781532414.0,,120763968690.0,110199103611.0,76906757579.0,76906757579.0,,,
28,35720,Kakao,IT_Service,2022,Q4,2334856281209.0,8456639973425.0,10791496254634.0,2210378359144.0,1510263678438.0,3720642037582.0,44592368900.0,1337231070225.0,7070854217052.0,,163088647831.0,98254628131.0,284230488769.0,284230488769.0,443059730115.0,,
29,35720,Kakao,IT_Service,2023,Q1,1767894118864.0,9206466582683.0,10974360701547.0,2260993906183.0,1512121038725.0,3773114944908.0,44615674700.0,1437976278590.0,7201245756639.0,,129388558911.0,150695485265.0,123276193393.0,123276193393.0,,,
30,35720,Kakao,IT_Service,2023,Q2,1810312627137.0,9475168833527.0,11285481460664.0,2403430754394.0,1578095689606.0,3981526444000.0,44476329000.0,1530746473319.0,7303955016664.0,,117204495006.0,113861328130.0,92897361083.0,92897361083.0,,,
31,35720,Kakao,IT_Service,2023,Q3,2061453306207.0,9537201944195.0,11598655250402.0,2620081141676.0,1559989144539.0,4180070286215.0,44498544400.0,1630960191307.0,7418584964187.0,,135413270709.0,135602314650.0,100148854337.0,100148854337.0,99089019892.0,,
