,name,year,quarter,sector,Relative Return,비유동자산 변화율,영업이익 변화율,부채총계 변화율,매출액 변화율,비유동부채 변화율,Label,Code
31,삼성SDI,2017,Q1,정보기술,0.05118822344474085,0.0062489515557069275,0.517725681988449,-0.01730463185586595,0.11654233181841689,-0.06233195239016498,0.08697602830662833,006400
31,대한유화,2017,Q1,에너지_화학,-0.06824642923237728,0.037035791328133394,0.10415939756955628,0.05752690908222302,-0.0038278275966319164,-0.04235911299177364,0.03923803748690367,006650
31,국도화학,2017,Q1,에너지_화학,-0.0617879386622324,-0.012827977541210012,0.32672539106460996,0.16656922578794742,0.20716509040779973,-0.028487130893446122,0.10416390212727641,007690
31,대덕전자,2017,Q1,정보기술,-0.05961333565303157,-0.02403517214902695,0.003663648726007107,0.1482636642661055,-0.1294306967774218,0.35788011069241366,0.1969895920239354,008060
31,삼성전기,2017,Q1,정보기술,0.060985497586756844,0.04360221137906661,-0.9265203265556886,0.20503203799154512,0.2038226735644355,-0.0005329024928105719,0.15996759832559693,009150
31,한화케미칼,2017,Q1,에너지_화학,-0.013991212052244816,0.001201983334891743,0.5225116067646722,-0.008574206474724733,0.017497762716941256,-0.03262889239154254,0.16959835652788624,009830
31,OCI,2017,Q1,에너지_화학,-0.08296160224460156,-0.01985610531851656,0.17750486087073303,-0.13069015952092333,-0.002242912638893202,0.04147351877648142,0.0574515231408823,010060
31,S-Oil,2017,Q1,에너지_화학,0.002789895297855692,0.03907538529098087,-0.0939171122994652,0.17112367322461153,0.14110080908218947,0.15710402510678279,0.08028063620310674,010950
31,LG이노텍,2017,Q1,정보기술,-0.1041065943186858,-0.015537757684139453,-0.5346519552631951,-0.1296343482252602,-0.20253008246179294,0.31749722678521586,0.20028424044636273,011070
31,롯데케미칼,2017,Q1,에너지_화학,-0.09312645875831035,0.02558745203239776,0.29270033243736426,0.07638230392860978,0.16647612737199546,0.025829297800463946,0.03638178402692498,011170
31,금호석유,2017,Q1,에너지_화학,-0.09685171376267539,-0.001773611562369326,1.2024783286459861,0.041883804110072864,0.27762604541713376,0.24253859913128228,-0.05473734768954864,011780
31,SKC,2017,Q1,에너지_화학,-0.10028947875690922,-0.0004329303941378315,0.43765533049519,0.058713233907931484,0.14559257231135003,0.06174783980300691,0.2452603756268108,011790
31,한솔케미칼,2017,Q1,에너지_화학,0.04929746653186285,-0.010402054886829992,0.8205875102986662,0.37529112203523973,0.12922838375349377,1.1100089808557296,-0.13533654952092145,014680
31,동원시스템즈,2017,Q1,에너지_화학,-0.12763039513733537,0.009136960761210844,0.8088028560011935,-0.03258319031753498,0.032310292986523326,-0.13841440841552055,-0.10020757514207346,014820
31,유니드,2017,Q1,에너지_화학,0.023277379669456803,0.0365689303165444,-0.16132649502913166,0.046959632565586995,0.018368954374486934,-0.011519183428346902,0.00848674192526526,014830
31,삼성에스디에스,2017,Q1,정보기술,0.04735730161784516,-0.02413908082127869,0.06567944743165777,-0.07284736500158606,-0.036310731470997615,0.007435259547843298,0.16750537547571698,018260
31,일진머티리얼즈,2017,Q1,정보기술,0.14253772175128712,0.003548355992671892,1.4533239038189532,-0.0672414790810717,0.161391073567013,0.06467435275080913,0.7568403036741871,020150
31,남해화학,2017,Q1,에너지_화학,0.10547295841413486,-0.00493292234814513,-2.036816903832023,-0.022772589621064876,-0.4284526627342504,-0.3762529408760039,-0.1348697119444019,025860
31,신도리코,2017,Q1,정보기술,0.014488387760167247,-0.004186438853408192,4.580888738513688,0.28606338833362277,0.04203128049754712,0.06617081789954549,0.07555076496661861,029530
31,LG디스플레이,2017,Q1,정보기술,-0.09875277484784531,0.05135168041648308,0.03871660827676804,-0.0591223854982974,-0.0978995766449644,-0.054233820519447584,0.016931343947018694,034220
31,SK,2017,Q1,정보기술,-0.01376161223983275,0.004307319282947253,13.504413955660315,0.038317257947854344,-0.07636058230683096,0.03786461554883158,0.06368776918853691,034730
31,한미반도체,2017,Q1,정보기술,0.12138398787809404,-0.003033318302292587,0.20613961182911944,-0.0074214994642384235,-0.03528275647372492,0.03371835415349822,-0.05422343559557907,042700
31,LG화학,2017,Q1,에너지_화학,-0.10419961035131921,0.1465071658274255,0.4592967898213607,0.26495114656092333,0.13745583224828062,1.6437251243781095,0.19258765328568772,051910
31,LG전자,2017,Q1,정보기술,0.13136100855079683,-0.0024118100277183974,-1.6398372933884298,0.029327243264029912,0.12026801288676725,-0.08656803507360333,-0.11669096039191877,066570
31,휴켐스,2017,Q1,에너지_화학,-0.004768996206077472,0.07042460777938064,0.6444378732065819,0.12152039918927993,0.25061901495388694,0.6569529764153199,-0.03989788818198102,069260
31,GS,2017,Q1,에너지_화학,0.00961403319906571,0.015616827138954514,-0.8815260674331139,0.1558784728805367,-0.8993150341856796,-0.010596756416312414,0.15696626809613234,078930
31,휴비스,2017,Q1,에너지_화학,-0.06413412879612414,-0.002070727543976636,463.75145961844237,0.06634523256583491,0.03145604863474838,0.015237584576649699,0.04440642236662876,079980
31,후성,2017,Q1,에너지_화학,-0.01482954434294586,0.1369527783498663,0.3966872311758114,0.005893277490834681,1.0870468439519314,0.003587303674329023,0.3119915010323048,093370
31,SK이노베이션,2017,Q1,에너지_화학,-0.021575196265928485,-0.005038741620510434,-12.502408618934815,0.3913640669094727,2.4632322428744664,-0.003694762049339495,-0.028323131633851178,096770
31,코오롱인더,2017,Q1,에너지_화학,-0.034621769607500845,0.03190763016844955,-0.09272224452187527,0.031565278750195214,-0.07197806059306755,-0.11362830637787535,-0.07299427959474722,120110
