,name,year,quarter,sector,Relative Return,당기순이익 변화율,금리 변화율,실업률 변화율,국제유가 변화율,소비자물가지수 변화율,환율 변화율,Label,Code
29,호텔신라,2017,Q3,경기소비재,0.23124795766005968,0.7396003706391769,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,0.22507636061213976,008770
29,한샘,2017,Q3,경기소비재,-0.12236266610342535,0.4125447736364405,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,-0.012244800159810824,009240
29,현대중공업,2017,Q3,중공업,-0.21453709277980884,-0.9980597302429697,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,-0.01841720279183428,009540
29,모토닉,2017,Q3,경기소비재,-0.09619987540575092,-0.2773332258223111,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,0.12266584179308465,009680
29,삼성중공업,2017,Q3,중공업,0.02278246914957313,-0.43240012107341463,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,-0.19236031889095792,010140
29,현대미포조선,2017,Q3,중공업,-0.18191416112003664,0.11769227943428295,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,0.08969641466375573,010620
29,화신,2017,Q3,경기소비재,-0.2086779070401973,-0.41945702252976835,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,-0.14896729014968427,010690
29,현대위아,2017,Q3,경기소비재,-0.19106153548480231,-0.7533889889555313,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,-0.1383933070124657,011210
29,현대모비스,2017,Q3,경기소비재,-0.025611640111633277,-0.381499873748001,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,-0.04294851040502164,012330
29,한화테크윈,2017,Q3,중공업,-0.15761322198606276,3.0636010558341136,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,-0.1466206625717485,012450
29,에스원,2017,Q3,경기소비재,-0.06951563696228841,0.14481024251211405,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,0.09869281813074865,012750
29,현대엘리베이,2017,Q3,중공업,-0.0012386623707284494,0.7988539397812147,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,0.48308545217253007,017800
29,한온시스템,2017,Q3,경기소비재,0.1296065762071523,-0.6546734583527647,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,-0.06939085903204953,018880
29,대교,2017,Q3,경기소비재,-0.12845793992187995,0.03002843458156934,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,0.043758050651445425,019680
29,한섬,2017,Q3,경기소비재,-0.2910923485240305,0.9906638187003207,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,0.16834146222945656,020000
29,코웨이,2017,Q3,경기소비재,-0.07198191375085689,-0.01473148854717754,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,-0.04664038977928104,021240
29,롯데쇼핑,2017,Q3,경기소비재,-0.09302999369366169,3.127702507086614,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,0.0793924893035656,023530
29,삼성물산,2017,Q3,경기소비재,-0.039808897962141904,0.13060559480850742,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,0.06341150130294225,028260
29,세종공업,2017,Q3,경기소비재,-0.05583529207241759,3.4923484465304693,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,0.09097407081446915,033530
29,두산중공업,2017,Q3,중공업,-0.16326812765249488,-2.1401925304519,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,-0.02916919858377489,034020
29,강원랜드,2017,Q3,경기소비재,-0.10428386571901838,0.07345631142202191,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,-0.18326573216788106,035250
29,대우조선해양,2017,Q3,중공업,0.0,-0.9149023640040029,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,0.5218048294602841,042660
29,두산인프라코어,2017,Q3,중공업,0.0199286130108378,0.9245223664161717,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,0.11213411646875471,042670
29,한라홀딩스,2017,Q3,경기소비재,-0.060271731693176074,-1.1262156927722924,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,-0.22360296064587828,060980
29,현대로템,2017,Q3,중공업,-0.04512460658854662,0.8819759564798855,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,-0.13730040271222183,064350
29,S&T모티브,2017,Q3,경기소비재,-0.23624483058819812,-0.27056316414371284,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,-0.025163579232281408,064960
29,현대백화점,2017,Q3,경기소비재,-0.1990511992346715,-0.09691222233458152,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,0.10615495552808046,069960
29,금호타이어,2017,Q3,경기소비재,-0.17452155372742925,-2.8544294440215405,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,-0.18942922889687622,073240
29,현대리바트,2017,Q3,경기소비재,0.01724550274550958,0.351689945756934,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,0.01667530193102297,079430
29,두산엔진,2017,Q3,중공업,0.00691191932464405,-2.176163795589983,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,0.42904084447046403,082740
29,베이직하우스,2017,Q3,경기소비재,-0.28299232823593956,-14.971467657475582,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,-0.15324969968206167,084870
29,LF,2017,Q3,경기소비재,-0.26673256850049004,-0.6697852603488006,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,0.07534998786104102,093050
29,한진중공업,2017,Q3,중공업,-0.2290690490904003,-0.5658887727853246,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,-0.0989151147605041,097230
29,한세실업,2017,Q3,경기소비재,-0.13855714980722422,2.835816614797241,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,-0.11439540494577818,105630
29,영원무역,2017,Q3,경기소비재,-0.05546974698505825,-0.10298614108097126,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,-0.10659174740423205,111770
29,GKL,2017,Q3,경기소비재,0.19334004390914733,1.164549566067699,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,-0.1135006732299349,114090
29,한국타이어,2017,Q3,경기소비재,-0.22497571006393852,-0.1779183526790159,0.03346456692913535,0.018181818181818077,0.04912421985101645,0.15372330132051748,0.0010197755396517127,0.03971758269836728,161390
