,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,비유동부채 변화율,부채총계 변화율,유동부채 변화율,금리 변화율,실업률 변화율,Label,Code
11,한화케미칼,2022,Q1,에너지_화학,-0.09840064230762588,2.4736441058237575,0.07843103975962218,0.12218673348120279,0.1663054276611775,0.14767324592997877,-0.09183673469387776,0.5523209740931654,009830
11,OCI,2022,Q1,에너지_화학,0.008155195614759136,0.14893840683822757,0.18026905564880136,0.06763170419629283,0.009426148594041006,0.14767324592997877,-0.09183673469387776,0.29575264424722736,010060
11,LS산전,2022,Q1,산업재,0.11944724005258425,-0.29242820223253496,0.2631795043883205,0.09707948334474836,-0.024023756491507786,0.14767324592997877,-0.09183673469387776,0.2320632259623455,010120
11,S-Oil,2022,Q1,에너지_화학,0.33368463967246115,2.08729385442604,0.10435960179877202,0.14016972532085892,0.15368547413867373,0.14767324592997877,-0.09183673469387776,-0.1417745728974242,010950
11,롯데케미칼,2022,Q1,에너지_화학,-0.02993692932015659,5.067742846083456,0.27550471711384117,0.1713315964754789,0.12536416026082597,0.14767324592997877,-0.09183673469387776,0.021660426195996493,011170
11,현대상선,2022,Q1,산업재,-0.02300910138938067,0.13147472775837277,-0.008755256330701622,0.06596593891412939,0.2133905160856,0.14767324592997877,-0.09183673469387776,-0.15884063555464187,011200
11,금호석유,2022,Q1,에너지_화학,-0.022575143600287506,0.4873532136491583,0.036327810535065064,0.15836236778356638,0.17265835026143694,0.14767324592997877,-0.09183673469387776,-0.04716175801795871,011780
11,SKC,2022,Q1,에너지_화학,0.16081882157126207,-3.7234883948285726,-0.056649832728795646,0.05478253354141138,0.18865083766431456,0.14767324592997877,-0.09183673469387776,0.001877816154686511,011790
11,한솔케미칼,2022,Q1,에너지_화학,0.22627750404745814,1.0827144675734877,0.01568971270180164,-0.09631760103135001,-0.2139654528255478,0.14767324592997877,-0.09183673469387776,-0.03313437642554728,014680
11,동원시스템즈,2022,Q1,에너지_화학,0.04496661229462112,3.9992321342070998,-0.005560304877730959,0.0274093566333391,0.049413012818317226,0.14767324592997877,-0.09183673469387776,0.08766369903446392,014820
11,유니드,2022,Q1,에너지_화학,0.22456455537721942,15.647073722086859,-0.10179571901792261,0.13130718450059398,0.19410656105555812,0.14767324592997877,-0.09183673469387776,-0.14850415840676978,014830
11,한국단자,2022,Q1,산업재,0.17786804081004914,0.196347396939343,0.0338809602679202,0.09580901491950922,0.11422915411346879,0.14767324592997877,-0.09183673469387776,-0.08217714884401714,025540
11,남해화학,2022,Q1,에너지_화학,0.3829893601579576,2.4339603971608965,0.16984882987828032,0.911353860654813,0.9604733201693381,0.14767324592997877,-0.09183673469387776,-0.19611497849276588,025860
11,대우인터내셔널,2022,Q1,산업재,0.111086237738412,2.626865479947891,0.32410142655320073,0.26183913134006875,0.24260938627916162,0.14767324592997877,-0.09183673469387776,0.07333231369944908,047050
11,한국항공우주,2022,Q1,산업재,0.2239117087114364,-1.7832604808765922,-0.0030845894170128396,0.03545823319852359,0.059335593846260304,0.14767324592997877,-0.09183673469387776,0.20520050444633672,047810
11,한전KPS,2022,Q1,산업재,-0.0817470035416579,26.633848735879134,-0.1597957414518255,0.2087566170615358,0.2735474475427775,0.14767324592997877,-0.09183673469387776,0.17835880642878021,051600
11,LG화학,2022,Q1,에너지_화학,0.15907787139326754,18.58646421829532,-0.06698257148949782,-0.003890145768273512,0.07403097465328723,0.14767324592997877,-0.09183673469387776,0.3414158141459821,051910
11,휴켐스,2022,Q1,에너지_화학,0.11068047288144184,0.7256112194980224,-0.0014663383228135096,0.23204761085324543,0.2908478987606766,0.14767324592997877,-0.09183673469387776,-0.07538744731747352,069260
11,GS,2022,Q1,에너지_화학,0.23407546546309105,24.206382978723404,0.0023302414349331,0.14962955191664506,0.800274692023933,0.14767324592997877,-0.09183673469387776,-0.03789663624175677,078930
11,휴비스,2022,Q1,에너지_화학,0.08904498675688936,-0.9720016160314342,0.2037620511413447,0.14717279455501986,0.14080658328982,0.14767324592997877,-0.09183673469387776,-0.09360819131611647,079980
11,현대글로비스,2022,Q1,산업재,0.2762352845826353,0.3920353892277073,0.08373176161322093,0.17465101488463208,0.2289871836074906,0.14767324592997877,-0.09183673469387776,-0.04074932541132024,086280
11,후성,2022,Q1,에너지_화학,0.07703372729030927,0.44943530490705697,-0.05067096350028222,-0.03683562887298031,-0.018757617450975594,0.14767324592997877,-0.09183673469387776,-0.11566837914012207,093370
11,SK이노베이션,2022,Q1,에너지_화학,-0.0204152961084699,0.8725016399134295,-0.042503614876008844,-0.07302673627041645,-0.3328752578978099,0.14767324592997877,-0.09183673469387776,0.03610704782834237,096770
11,코오롱인더,2022,Q1,에너지_화학,0.14693863764798074,-2.1676834147520108,0.15727815133687884,0.08039792301143511,0.05413233704061948,0.14767324592997877,-0.09183673469387776,-0.101920054495242,120110
