code,name,sector,year,quarter,upload_date,disclosure_date,price_upload,price_closure,prediction,label
000150,두산,산업재,2019,Q4,2020-03-29,2020-03-30,38950.0,35500,up,up
000150,두산,산업재,2020,Q1,2020-05-14,2020-05-15,39500.0,35750,down,up
000150,두산,산업재,2020,Q2,,2020-08-14,,45900,,
000150,두산,산업재,2020,Q3,2020-11-09,2020-11-16,46750.0,49200,up,down
000150,두산,산업재,2020,Q4,2021-03-14,2021-03-22,50100.0,47800,down,up
000150,두산,산업재,2021,Q1,,2021-05-14,,68500,,
000150,두산,산업재,2021,Q2,,2021-08-13,,93400,,
000150,두산,산업재,2021,Q3,2021-11-07,2021-11-12,133500.0,138500,up,down
000150,두산,산업재,2021,Q4,,2022-03-22,,116000,,
000150,두산,산업재,2022,Q1,2022-05-09,2022-05-16,87900.0,82500,up,up
000150,두산,산업재,2022,Q2,2022-08-10,2022-08-16,77600.0,82400,down,down
000150,두산,산업재,2022,Q3,,2022-11-14,,91200,,
000150,두산,산업재,2022,Q4,2023-03-17,2023-03-21,103300.0,102600,up,up
000150,두산,산업재,2023,Q1,2023-05-10,2023-05-15,93900.0,94200,up,down
000150,두산,산업재,2023,Q2,2023-08-08,2023-08-14,107500.0,108600,down,down
000150,두산,산업재,2023,Q3,2023-11-08,2023-11-14,79900.0,78900,down,up
000150,두산,산업재,2023,Q4,2024-03-15,2024-03-20,134000.0,145800,down,down
000150,두산,산업재,2024,Q1,2024-05-15,2024-05-16,162900.0,174700,down,down
000150,두산,산업재,2024,Q2,2024-08-08,2024-08-14,135500.0,148500,down,down
000150,두산,산업재,2024,Q3,2024-11-08,2024-11-14,234500.0,232500,down,up
000660,SK하이닉스,정보기술,2016,Q1,2016-05-13,2016-05-16,26100.0,26100,up,down
000660,SK하이닉스,정보기술,2016,Q2,2016-08-15,2016-08-16,34350.0,33700,up,up
000660,SK하이닉스,정보기술,2016,Q3,2016-11-07,2016-11-14,41200.0,39700,up,up
000660,SK하이닉스,정보기술,2016,Q4,2017-03-29,2017-03-31,50800.0,50500,up,up
000660,SK하이닉스,정보기술,2017,Q1,2017-05-12,2017-05-15,56400.0,55600,up,up
000660,SK하이닉스,정보기술,2017,Q2,2017-08-08,2017-08-14,64100.0,65100,down,down
000660,SK하이닉스,정보기술,2017,Q3,2017-11-13,2017-11-14,82000.0,83400,up,down
000660,SK하이닉스,정보기술,2017,Q4,2018-03-29,2018-04-02,80300.0,81300,up,down
000660,SK하이닉스,정보기술,2018,Q1,2018-05-08,2018-05-15,83000.0,84600,down,down
000660,SK하이닉스,정보기술,2018,Q2,2018-08-06,2018-08-14,83300.0,75900,up,up
000660,SK하이닉스,정보기술,2018,Q3,2018-11-08,2018-11-14,70800.0,70400,up,up
000660,SK하이닉스,정보기술,2018,Q4,2019-03-25,2019-04-01,76100.0,76600,up,down
000660,SK하이닉스,정보기술,2019,Q1,2019-05-13,2019-05-15,74400.0,74500,up,down
000660,SK하이닉스,정보기술,2019,Q2,,2019-08-14,,76900,,
000660,SK하이닉스,정보기술,2019,Q3,2019-11-11,2019-11-14,82300.0,83400,up,down
000660,SK하이닉스,정보기술,2019,Q4,2020-03-27,2020-03-30,80700.0,83700,up,down
000660,SK하이닉스,정보기술,2020,Q1,2020-05-11,2020-05-15,85000.0,81900,up,up
000660,SK하이닉스,정보기술,2020,Q2,2020-08-07,2020-08-14,81100.0,80200,down,up
000660,SK하이닉스,정보기술,2020,Q3,2020-11-09,2020-11-16,86300.0,98000,up,down
000660,SK하이닉스,정보기술,2020,Q4,2021-03-15,2021-03-22,140000.0,138000,up,up
000660,SK하이닉스,정보기술,2021,Q1,2021-05-12,2021-05-17,123000.0,117500,up,up
000660,SK하이닉스,정보기술,2021,Q2,2021-08-13,2021-08-17,100500.0,101500,down,down
000660,SK하이닉스,정보기술,2021,Q3,2021-11-11,2021-11-15,108500.0,111000,up,down
000660,SK하이닉스,정보기술,2021,Q4,2022-03-21,2022-03-22,124000.0,123500,up,up
000660,SK하이닉스,정보기술,2022,Q1,2022-05-12,2022-05-16,110500.0,110500,up,down
000660,SK하이닉스,정보기술,2022,Q2,2022-08-10,2022-08-16,95100.0,96700,down,down
000660,SK하이닉스,정보기술,2022,Q3,2022-11-08,2022-11-14,86500.0,90900,up,down
000660,SK하이닉스,정보기술,2022,Q4,2023-03-15,2023-03-21,81100.0,83600,down,down
000660,SK하이닉스,정보기술,2023,Q1,2023-05-11,2023-05-15,86900.0,86400,up,up
000660,SK하이닉스,정보기술,2023,Q2,2023-08-12,2023-08-14,115300.0,114900,up,up
000660,SK하이닉스,정보기술,2023,Q3,2023-11-10,2023-11-14,128000.0,130000,up,down
000660,SK하이닉스,정보기술,2023,Q4,2024-03-14,2024-03-19,163600.0,160200,up,up
000660,SK하이닉스,정보기술,2024,Q1,2024-05-14,2024-05-16,183800.0,193000,up,down
000660,SK하이닉스,정보기술,2024,Q2,2024-08-07,2024-08-14,163700.0,186700,up,down
000660,SK하이닉스,정보기술,2024,Q3,2024-11-08,2024-11-14,197400.0,173000,up,up
001120,LG상사,산업재,2016,Q1,2016-05-13,2016-05-16,36300.0,35750,up,up
001120,LG상사,산업재,2016,Q2,,2016-08-16,,35000,,
001120,LG상사,산업재,2016,Q3,2016-11-10,2016-11-14,27000.0,31150,up,down
001120,LG상사,산업재,2016,Q4,,2017-03-31,,32200,,
001120,LG상사,산업재,2017,Q1,2017-05-09,2017-05-15,32300.0,32250,up,up
001120,LX인터내셔널,산업재,2017,Q2,,2017-08-14,,28750,,
001120,LX인터내셔널,산업재,2017,Q3,2017-11-09,2017-11-14,31300.0,28500,down,up
001120,LG상사,산업재,2017,Q4,2018-03-28,2018-03-30,28150.0,27300,down,up
001120,LG상사,산업재,2018,Q1,2018-05-09,2018-05-15,26200.0,30400,down,down
001120,LG상사,산업재,2018,Q2,2018-08-13,2018-08-14,23450.0,23200,up,up
001120,LG상사,산업재,2018,Q3,2018-11-12,2018-11-14,16550.0,16100,down,up
001120,LG상사,산업재,2018,Q4,2019-03-26,2019-04-01,16650.0,16650,down,down
001120,LG상사,산업재,2019,Q1,2019-05-13,2019-05-15,18700.0,18300,down,up
001120,LG상사,산업재,2019,Q2,2019-08-08,2019-08-14,16150.0,16300,down,down
001120,LG상사,산업재,2019,Q3,,2019-11-14,,15850,,
001120,LG상사,산업재,2019,Q4,2020-03-27,2020-03-30,8200.0,8590,up,down
001120,LG상사,산업재,2020,Q1,2020-05-11,2020-05-14,13450.0,13200,up,up
001120,LG상사,산업재,2020,Q2,2020-08-13,2020-08-14,16000.0,16350,down,down
001120,LG상사,산업재,2020,Q3,2020-11-15,2020-11-16,18450.0,19200,up,down
001120,LG상사,산업재,2020,Q4,2021-03-10,2021-03-16,26900.0,30150,up,down
001120,LG상사,산업재,2021,Q1,2021-05-15,2021-05-17,34750.0,34350,up,up
001120,LX인터내셔널,산업재,2021,Q2,,2021-08-17,,27900,,
001120,LX인터내셔널,산업재,2021,Q3,2021-11-10,2021-11-15,26700.0,27050,up,down
001120,LX인터내셔널,산업재,2021,Q4,,2022-03-16,,30200,,
001120,LX인터내셔널,산업재,2022,Q1,2022-05-09,2022-05-16,40050.0,38300,up,up
001120,LX인터내셔널,산업재,2022,Q2,2022-08-12,2022-08-16,34000.0,35150,up,down
001120,LX인터내셔널,산업재,2022,Q3,2022-11-07,2022-11-14,41850.0,40350,down,up
001120,LX인터내셔널,산업재,2022,Q4,2023-03-14,2023-03-15,30000.0,29000,down,up
001120,LX인터내셔널,산업재,2023,Q1,2023-05-08,2023-05-15,30900.0,30950,up,down
001120,LX인터내셔널,산업재,2023,Q2,2023-08-08,2023-08-14,35250.0,36550,up,down
001120,LX인터내셔널,산업재,2023,Q3,2023-11-07,2023-11-14,28050.0,29550,up,down
001120,LX인터내셔널,산업재,2023,Q4,2024-03-08,2024-03-13,26550.0,26600,up,down
001120,LX인터내셔널,산업재,2024,Q1,2024-05-14,2024-05-16,29250.0,29250,up,down
001120,LX인터내셔널,산업재,2024,Q2,2024-08-08,2024-08-14,28450.0,29400,up,down
001120,LX인터내셔널,산업재,2024,Q3,2024-11-12,2024-11-14,28500.0,27150,down,up
003490,대한항공,산업재,2016,Q1,2016-05-12,2016-05-16,17556.0,17801,up,down
003490,대한항공,산업재,2016,Q2,2016-08-09,2016-08-12,17160.0,19080,down,down
003490,대한항공,산업재,2016,Q3,2016-11-08,2016-11-14,19050.0,17983,down,up
003490,대한항공,산업재,2016,Q4,2017-03-25,2017-03-31,20069.0,20458,up,down
003490,대한항공,산업재,2017,Q1,2017-05-08,2017-05-11,21268.0,20490,down,up
003490,대한항공,산업재,2017,Q2,2017-08-06,2017-08-10,23408.0,23732,down,down
003490,대한항공,산업재,2017,Q3,2017-11-11,2017-11-14,19776.0,19907,up,down
003490,대한항공,산업재,2017,Q4,2018-03-25,2018-03-30,19971.0,21916,up,down
003490,대한항공,산업재,2018,Q1,2018-05-12,2018-05-15,22111.0,22144,down,down
003490,대한항공,산업재,2018,Q2,2018-08-12,2018-08-14,18577.0,17864,down,up
003490,대한항공,산업재,2018,Q3,2018-11-12,2018-11-13,19452.0,19258,up,up
003490,대한항공,산업재,2018,Q4,2019-03-26,2019-04-01,20750.0,21106,down,down
003490,대한항공,산업재,2019,Q1,2019-05-13,2019-05-15,20846.0,21658,down,down
003490,대한항공,산업재,2019,Q2,2019-08-08,2019-08-14,15011.0,14849,down,up
003490,대한항공,산업재,2019,Q3,2019-11-12,2019-11-14,17118.0,16664,down,up
003490,대한항공,산업재,2019,Q4,2020-03-25,2020-03-30,9727.0,12126,down,down
003490,대한항공,산업재,2020,Q1,2020-05-13,2020-05-15,11866.0,11801,down,up
003490,대한항공,산업재,2020,Q2,2020-08-10,2020-08-14,14810.0,15120,up,down
003490,대한항공,산업재,2020,Q3,2020-11-12,2020-11-16,19928.0,20897,down,down
003490,대한항공,산업재,2020,Q4,2021-03-17,2021-03-18,28350.0,29050,up,down
003490,대한항공,산업재,2021,Q1,2021-05-12,2021-05-14,30000.0,29300,up,up
003490,대한항공,산업재,2021,Q2,2021-08-12,2021-08-13,30100.0,29800,up,up
003490,대한항공,산업재,2021,Q3,2021-11-08,2021-11-12,30100.0,30550,up,down
003490,대한항공,산업재,2021,Q4,2022-03-10,2022-03-15,27100.0,29250,up,down
003490,대한항공,산업재,2022,Q1,2022-05-06,2022-05-13,29850.0,29150,down,up
003490,대한항공,산업재,2022,Q2,2022-08-10,2022-08-12,25900.0,26200,down,down
003490,대한항공,산업재,2022,Q3,2022-11-04,2022-11-11,22800.0,26500,up,down
003490,대한항공,산업재,2022,Q4,2023-03-10,2023-03-14,23550.0,22250,down,up
003490,대한항공,산업재,2023,Q1,2023-05-09,2023-05-12,22850.0,22700,up,up
003490,대한항공,산업재,2023,Q2,2023-08-11,2023-08-14,24850.0,24800,up,up
003490,대한항공,산업재,2023,Q3,2023-11-08,2023-11-14,20850.0,21400,up,down
003490,대한항공,산업재,2023,Q4,2024-03-11,2024-03-13,22200.0,22200,down,down
003490,대한항공,산업재,2024,Q1,2024-05-10,2024-05-14,21900.0,21900,up,down
003490,대한항공,산업재,2024,Q2,2024-08-09,2024-08-14,20650.0,20750,up,down
003490,대한항공,산업재,2024,Q3,2024-11-10,2024-11-14,23950.0,23700,up,up
003550,LG,정보기술,2016,Q1,,2016-05-16,,63292,,
003550,LG,정보기술,2016,Q2,,2016-08-16,,60270,,
003550,LG,정보기술,2016,Q3,2016-11-10,2016-11-14,58475.0,55735,up,up
003550,LG,정보기술,2016,Q4,,2017-03-31,,66315,,
003550,LG,정보기술,2017,Q1,2017-05-10,2017-05-15,67921.0,66788,down,up
003550,LG,정보기술,2017,Q2,,2017-08-14,,72550,,
003550,LG,정보기술,2017,Q3,2017-11-09,2017-11-14,82469.0,79541,up,up
003550,LG,정보기술,2017,Q4,2018-03-23,2018-04-02,84075.0,82280,down,up
003550,LG,정보기술,2018,Q1,2018-05-09,2018-05-15,72267.0,75290,down,down
003550,LG,정보기술,2018,Q2,2018-08-08,2018-08-14,71039.0,68960,down,up
003550,LG,정보기술,2018,Q3,2018-11-08,2018-11-14,63198.0,65087,down,down
003550,LG,정보기술,2018,Q4,2019-03-26,2019-04-01,70566.0,73117,up,down
003550,LG,정보기술,2019,Q1,,2019-05-15,,67921,,
003550,LG,정보기술,2019,Q2,,2019-08-14,,66126,,
003550,LG,정보기술,2019,Q3,,2019-11-14,,68866,,
003550,LG,정보기술,2019,Q4,2020-03-27,2020-03-30,53185.0,55641,down,down
003550,LG,정보기술,2020,Q1,2020-05-11,2020-05-15,58191.0,59042,up,down
003550,LG,정보기술,2020,Q2,2020-08-09,2020-08-14,81241.0,81241,down,down
003550,LG,정보기술,2020,Q3,,2020-11-16,,70377,,
003550,LG,정보기술,2020,Q4,2021-03-08,2021-03-11,85775.0,85964,up,down
003550,LG,정보기술,2021,Q1,2021-05-14,2021-05-17,119500.0,119500,up,down
003550,LG,정보기술,2021,Q2,2021-08-13,2021-08-17,94900.0,95300,up,down
003550,LG,정보기술,2021,Q3,2021-11-11,2021-11-15,91200.0,90300,down,up
003550,LG,정보기술,2021,Q4,,2022-03-21,,73600,,
003550,LG,정보기술,2022,Q1,2022-05-13,2022-05-16,69900.0,74400,down,down
003550,LG,정보기술,2022,Q2,2022-08-12,2022-08-16,83400.0,84400,down,down
003550,LG,정보기술,2022,Q3,,2022-11-14,,83800,,
003550,LG,정보기술,2022,Q4,2023-03-16,2023-03-21,88600.0,85700,down,up
003550,LG,정보기술,2023,Q1,2023-05-11,2023-05-15,91100.0,88300,up,up
003550,LG,정보기술,2023,Q2,,2023-08-14,,81200,,
003550,LG,정보기술,2023,Q3,,2023-11-14,,81300,,
003550,LG,정보기술,2023,Q4,2024-03-13,2024-03-19,95300.0,89100,up,up
003550,LG,정보기술,2024,Q1,2024-05-10,2024-05-16,79100.0,81000,up,down
003550,LG,정보기술,2024,Q2,2024-08-10,2024-08-14,78000.0,78700,up,down
003550,LG,정보기술,2024,Q3,2024-11-11,2024-11-14,75200.0,73900,up,up
003570,S&T중공업,산업재,2016,Q1,,2016-05-09,,10213,,
003570,S&T중공업,산업재,2016,Q2,,2016-08-04,,9627,,
003570,S&T중공업,산업재,2016,Q3,,2016-11-09,,8991,,
003570,S&T중공업,산업재,2016,Q4,2017-03-02,2017-03-08,9363.0,9206,down,up
003570,S&T중공업,산업재,2017,Q1,,2017-05-10,,8845,,
003570,S&T중공업,산업재,2017,Q2,,2017-08-08,,8884,,
003570,S&T중공업,산업재,2017,Q3,,2017-11-08,,8249,,
003570,S&T중공업,산업재,2017,Q4,,2018-03-14,,7799,,
003570,S&T중공업,산업재,2018,Q1,2018-05-04,2018-05-11,6978.0,6656,down,up
003570,S&T중공업,산업재,2018,Q2,,2018-08-10,,6147,,
003570,S&T중공업,산업재,2018,Q3,,2018-11-13,,6118,,
003570,S&T중공업,산업재,2018,Q4,,2019-02-28,,7080,,
003570,S&T중공업,산업재,2019,Q1,,2019-05-10,,7330,,
003570,S&T중공업,산업재,2019,Q2,,2019-08-12,,6140,,
003570,S&T중공업,산업재,2019,Q3,,2019-11-08,,6010,,
003570,S&T중공업,산업재,2019,Q4,,2020-03-02,,5810,,
003570,S&T중공업,산업재,2020,Q1,,2020-05-13,,5420,,
003570,S&T중공업,산업재,2020,Q2,,2020-08-11,,5100,,
003570,S&T중공업,산업재,2020,Q3,,2020-11-10,,5390,,
003570,S&T중공업,산업재,2020,Q4,,2021-02-18,,6830,,
003570,S&T중공업,산업재,2021,Q1,,2021-05-11,,8240,,
003570,S&T중공업,산업재,2021,Q2,,2021-08-10,,10450,,
003570,S&T중공업,산업재,2021,Q3,,2021-11-10,,9120,,
003570,S&T중공업,산업재,2021,Q4,,2022-02-18,,8250,,
003570,S&T중공업,산업재,2022,Q1,2022-05-09,2022-05-11,9170.0,8860,up,up
003570,S&T중공업,산업재,2022,Q2,,2022-08-11,,9230,,
003570,S&T중공업,산업재,2022,Q3,2022-11-11,2022-11-10,8740.0,8740,down,down
003570,S&T중공업,산업재,2022,Q4,2023-02-15,2023-02-20,9860.0,9600,up,up
003570,SNT다이내믹스,산업재,2023,Q1,2023-05-05,2023-05-11,9350.0,10000,up,down
003570,SNT다이내믹스,산업재,2023,Q2,,2023-08-10,,9430,,
003570,SNT다이내믹스,산업재,2023,Q3,,2023-11-09,,13560,,
003570,SNT다이내믹스,산업재,2023,Q4,2024-02-20,2024-02-21,17100.0,16860,up,up
003570,SNT다이내믹스,산업재,2024,Q1,2024-05-07,2024-05-09,15790.0,15920,up,down
003570,SNT다이내믹스,산업재,2024,Q2,2024-08-07,2024-08-08,20550.0,23750,up,down
003570,SNT다이내믹스,산업재,2024,Q3,2024-11-04,2024-11-07,24550.0,25500,up,down
004710,한솔테크닉스,정보기술,2016,Q1,2016-05-13,2016-05-16,21045.0,20354,up,up
004710,한솔테크닉스,정보기술,2016,Q2,2016-08-05,2016-08-12,19111.0,18282,up,up
004710,한솔테크닉스,정보기술,2016,Q3,,2016-11-14,,14230,,
004710,한솔테크닉스,정보기술,2016,Q4,2017-03-23,2017-03-31,15013.0,15565,up,down
004710,한솔테크닉스,정보기술,2017,Q1,,2017-05-12,,14184,,
004710,한솔테크닉스,정보기술,2017,Q2,2017-08-09,2017-08-11,14138.0,13493,up,up
004710,한솔테크닉스,정보기술,2017,Q3,2017-11-07,2017-11-13,16808.0,16486,up,up
004710,한솔테크닉스,정보기술,2017,Q4,2018-03-22,2018-03-23,11881.0,10914,up,up
004710,한솔테크닉스,정보기술,2018,Q1,,2018-05-14,,11375,,
004710,한솔테크닉스,정보기술,2018,Q2,2018-08-09,2018-08-13,9210.0,8556,down,up
004710,한솔테크닉스,정보기술,2018,Q3,,2018-11-12,,6769,,
004710,한솔테크닉스,정보기술,2018,Q4,2019-03-22,2019-03-29,7018.0,6410,down,up
004710,한솔테크닉스,정보기술,2019,Q1,,2019-05-07,,5904,,
004710,한솔테크닉스,정보기술,2019,Q2,2019-08-12,2019-08-13,6100.0,7360,down,down
004710,한솔테크닉스,정보기술,2019,Q3,,2019-11-12,,7170,,
004710,한솔테크닉스,정보기술,2019,Q4,2020-03-27,2020-03-30,4590.0,4980,down,down
004710,한솔테크닉스,정보기술,2020,Q1,2020-05-04,2020-05-11,6040.0,7140,up,down
004710,한솔테크닉스,정보기술,2020,Q2,,2020-08-13,,9580,,
004710,한솔테크닉스,정보기술,2020,Q3,2020-11-10,2020-11-13,9110.0,8940,up,up
004710,한솔테크닉스,정보기술,2020,Q4,2021-03-10,2021-03-16,10100.0,10200,down,down
004710,한솔테크닉스,정보기술,2021,Q1,2021-05-12,2021-05-14,9710.0,9340,up,up
004710,한솔테크닉스,정보기술,2021,Q2,2021-08-09,2021-08-11,8270.0,8040,up,up
004710,한솔테크닉스,정보기술,2021,Q3,2021-11-10,2021-11-12,6470.0,6350,down,up
004710,한솔테크닉스,정보기술,2021,Q4,2022-03-07,2022-03-15,6800.0,6350,up,up
004710,한솔테크닉스,정보기술,2022,Q1,,2022-05-13,,6500,,
004710,한솔테크닉스,정보기술,2022,Q2,,2022-08-16,,6570,,
004710,한솔테크닉스,정보기술,2022,Q3,2022-11-03,2022-11-11,5210.0,5440,up,down
004710,한솔테크닉스,정보기술,2022,Q4,2023-03-15,2023-03-20,5460.0,5530,up,down
004710,한솔테크닉스,정보기술,2023,Q1,2023-05-09,2023-05-15,6820.0,6950,up,down
004710,한솔테크닉스,정보기술,2023,Q2,2023-08-10,2023-08-11,6680.0,6700,down,down
004710,한솔테크닉스,정보기술,2023,Q3,2023-11-07,2023-11-14,6510.0,6610,down,down
004710,한솔테크닉스,정보기술,2023,Q4,2024-03-12,2024-03-13,6510.0,6450,up,up
004710,한솔테크닉스,정보기술,2024,Q1,2024-05-10,2024-05-13,5660.0,5630,down,up
004710,한솔테크닉스,정보기술,2024,Q2,,2024-08-13,,4840,,
004710,한솔테크닉스,정보기술,2024,Q3,,2024-11-13,,3845,,
005930,삼성전자,정보기술,2016,Q1,,2016-05-16,,24960,,
005930,삼성전자,정보기술,2016,Q2,2016-08-12,2016-08-16,31180.0,31360,up,down
005930,삼성전자,정보기술,2016,Q3,2016-11-12,2016-11-14,31960.0,31060,down,up
005930,삼성전자,정보기술,2016,Q4,2017-03-28,2017-03-31,41200.0,41200,up,down
005930,삼성전자,정보기술,2017,Q1,2017-05-12,2017-05-15,45500.0,46100,up,down
005930,삼성전자,정보기술,2017,Q2,2017-08-11,2017-08-14,45900.0,45000,down,up
005930,삼성전자,정보기술,2017,Q3,2017-11-06,2017-11-14,56380.0,55920,down,up
005930,삼성전자,정보기술,2017,Q4,2018-03-29,2018-04-02,48700.0,48540,down,up
005930,삼성전자,정보기술,2018,Q1,2018-05-10,2018-05-15,50900.0,49200,up,up
005930,삼성전자,정보기술,2018,Q2,2018-08-10,2018-08-14,46900.0,45150,down,up
005930,삼성전자,정보기술,2018,Q3,2018-11-08,2018-11-14,44000.0,44100,up,down
005930,삼성전자,정보기술,2018,Q4,2019-03-26,2019-04-01,45500.0,45050,down,up
005930,삼성전자,정보기술,2019,Q1,2019-05-14,2019-05-15,42650.0,42550,up,up
005930,삼성전자,정보기술,2019,Q2,2019-08-12,2019-08-14,43150.0,43700,up,down
005930,삼성전자,정보기술,2019,Q3,2019-11-12,2019-11-14,51600.0,52800,down,down
005930,삼성전자,정보기술,2019,Q4,2020-03-27,2020-03-30,47800.0,47850,up,down
005930,삼성전자,정보기술,2020,Q1,2020-05-13,2020-05-15,47900.0,47850,up,up
005930,삼성전자,정보기술,2020,Q2,2020-08-13,2020-08-14,59000.0,58000,up,up
005930,삼성전자,정보기술,2020,Q3,2020-11-13,2020-11-16,61000.0,66300,up,down
005930,삼성전자,정보기술,2020,Q4,2021-03-08,2021-03-09,82100.0,81400,up,up
005930,삼성전자,정보기술,2021,Q1,2021-05-15,2021-05-17,80100.0,79600,up,up
005930,삼성전자,정보기술,2021,Q2,2021-08-12,2021-08-17,78500.0,74200,up,up
005930,삼성전자,정보기술,2021,Q3,2021-11-11,2021-11-15,70200.0,71400,down,down
005930,삼성전자,정보기술,2021,Q4,2022-03-07,2022-03-08,71500.0,69500,down,up
005930,삼성전자,정보기술,2022,Q1,2022-05-12,2022-05-16,65700.0,66300,up,down
005930,삼성전자,정보기술,2022,Q2,2022-08-14,2022-08-16,60200.0,61000,up,down
005930,삼성전자,정보기술,2022,Q3,2022-11-08,2022-11-14,60200.0,61900,down,down
005930,삼성전자,정보기술,2022,Q4,2023-02-28,2023-03-07,60500.0,60700,up,down
005930,삼성전자,정보기술,2023,Q1,2023-05-12,2023-05-15,64200.0,64500,up,down
005930,삼성전자,정보기술,2023,Q2,2023-08-09,2023-08-14,67600.0,67300,up,up
005930,삼성전자,정보기술,2023,Q3,2023-11-08,2023-11-14,70900.0,70800,down,up
005930,삼성전자,정보기술,2023,Q4,2024-03-08,2024-03-12,72200.0,73300,down,down
005930,삼성전자,정보기술,2024,Q1,2024-05-15,2024-05-16,78300.0,78200,up,up
